record_id,year,country,region,income_group,population_million,healthcare_index,pathogen,pathogen_type,gram_status,who_priority,natural_reservoir,setting,specimen_type,isolates_tested,resistant_isolates,susceptible_isolates,resistance_rate,mdr,xdr,pan_resistant,antibiotic_use_ddd,incidence_per_100k,mortality_per_100k,amr_attributable_mortality_per_100k,treatment_options_remaining,economic_burden_per_patient_usd,surveillance_quality_score,one_health_link
AMR0018666,2024,Yemen,Middle East,Low,34,22,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Veterinary,Respiratory,11,10,1,0.938,1,1,1,25.88,50.75,30.939,11.4257,1,3370,1,0
AMR0018667,2024,Yemen,Middle East,Low,34,22,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Long-term Care,Stool/Rectal,67,47,20,0.7093,1,1,0,24.23,69.66,22.354,6.4655,1,1599,1,1
AMR0018668,2024,Yemen,Middle East,Low,34,22,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Veterinary,Bone/Joint,122,104,18,0.8606,1,1,0,17.28,106.62,53.325,13.7784,0,3225,1,0
AMR0018669,2024,Yemen,Middle East,Low,34,22,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Veterinary,Stool/Rectal,38,24,14,0.6389,1,1,0,24.58,57.75,17.718,4.2199,4,653,1,0
AMR0018670,2024,Yemen,Middle East,Low,34,22,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-non-ICU,Urine,45,27,18,0.6047,1,1,0,15.59,80.07,23.608,4.4911,1,1703,2,0
AMR0018671,2024,Yemen,Middle East,Low,34,22,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-non-ICU,Genital,11,3,8,0.3395,0,0,0,15.38,72.58,9.981,1.2631,1,868,1,0
AMR0018672,2024,Yemen,Middle East,Low,34,22,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-non-ICU,Urine,13,6,7,0.4648,1,0,0,15.34,93.9,12.255,2.1446,4,837,1,0
AMR0018673,2024,Yemen,Middle East,Low,34,22,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Stool/Rectal,25,11,14,0.4594,1,0,0,21.4,71.75,11.28,1.8477,1,477,1,1
AMR0018674,2024,Yemen,Middle East,Low,34,22,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Long-term Care,Wound/Skin,10,4,6,0.4765,1,0,0,25.34,150.2,57.027,9.9408,1,960,1,1
AMR0018675,2024,Yemen,Middle East,Low,34,22,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Long-term Care,Urine,48,14,34,0.3046,0,0,0,15.4,88.78,11.0,1.3221,1,1072,3,0
AMR0018676,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Genital,51,28,23,0.5637,1,0,0,45.18,18.86,7.24,1.319,1,6216,3,1
AMR0018677,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-non-ICU,Urine,39,21,18,0.5615,1,0,0,32.64,35.79,15.861,3.1708,1,7579,2,0
AMR0018678,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-non-ICU,Wound/Skin,57,45,12,0.7907,1,1,0,38.28,35.98,17.504,5.4507,1,1904,3,0
AMR0018679,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,Sputum,104,51,53,0.4959,1,0,0,38.16,30.02,15.606,3.1095,1,2869,2,0
AMR0018680,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-non-ICU,Genital,10,4,6,0.4184,1,0,0,50.24,28.51,9.403,1.5564,1,3229,2,0
AMR0018681,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Long-term Care,Respiratory,72,37,35,0.5221,1,0,0,29.41,73.93,16.434,2.5832,2,3171,3,0
AMR0018682,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Hospital-ICU,Stool/Rectal,66,38,28,0.5818,1,0,0,34.64,37.36,11.718,2.8246,0,5673,1,0
AMR0018683,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Community,Respiratory,43,24,19,0.577,1,0,0,41.86,61.88,20.431,4.5732,0,3936,2,0
AMR0018684,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Veterinary,CSF,42,16,26,0.3872,1,0,0,39.99,55.79,12.915,1.8535,0,3375,2,1
AMR0018685,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Veterinary,Urine,31,17,14,0.5711,1,0,0,39.38,36.31,11.444,2.1562,4,2068,1,0
AMR0018686,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Community,CSF,140,107,33,0.7686,1,1,0,43.4,33.16,17.083,4.2955,0,4537,2,0
AMR0018687,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Hospital-ICU,Sputum,89,31,58,0.3528,1,1,0,42.3,54.85,5.775,0.6033,3,4263,1,0
AMR0018688,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Hospital-non-ICU,CSF,17,6,11,0.3923,1,0,0,39.47,75.02,24.578,2.9042,3,2579,1,1
AMR0018689,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Hospital-non-ICU,Blood,13,3,10,0.2688,0,1,0,50.63,115.85,15.296,1.631,4,2242,2,0
AMR0018690,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Hospital-ICU,CSF,177,63,114,0.3562,1,0,0,50.21,44.04,6.669,0.8004,1,6121,2,0
AMR0018691,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-ICU,Respiratory,12,7,5,0.6193,1,1,0,35.95,27.93,10.009,1.9366,1,2134,3,0
AMR0018692,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Community,Bone/Joint,95,53,42,0.5622,1,0,0,39.34,62.88,14.853,3.4212,1,2278,2,1
AMR0018693,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,CSF,17,12,5,0.7147,1,1,0,34.42,32.72,13.398,3.9156,1,4117,2,0
AMR0018694,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Blood,10,5,5,0.527,1,0,0,44.58,31.01,10.098,1.6046,3,7611,2,0
AMR0018695,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-ICU,Catheter tip,11,6,5,0.6254,1,1,0,34.87,105.37,29.592,5.3399,0,8223,1,0
AMR0018696,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Long-term Care,Urine,93,33,60,0.3649,1,1,0,49.58,90.91,12.378,1.3855,4,1118,2,0
AMR0018697,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Veterinary,Genital,10,2,8,0.27,1,0,0,45.8,106.78,11.408,0.9036,2,6433,1,0
AMR0018698,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Hospital-ICU,Genital,272,74,198,0.2721,0,0,0,52.0,111.86,17.905,1.6872,2,2213,1,1
AMR0018699,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-non-ICU,Bone/Joint,104,59,45,0.5684,1,0,0,46.07,75.27,21.057,3.7748,4,3377,1,1
AMR0018700,2024,Myanmar,Southeast Asia,Lower-Middle,54,42,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-ICU,Urine,266,104,162,0.3918,1,0,0,41.8,59.73,9.45,1.4212,6,3166,1,0
AMR0018701,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Hospital-ICU,CSF,33,19,14,0.6033,1,1,0,29.47,64.7,21.393,3.669,4,3571,1,1
AMR0018702,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Long-term Care,Respiratory,86,49,37,0.5702,1,0,0,27.89,59.07,19.794,4.0212,1,6498,2,0
AMR0018703,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Urine,74,46,28,0.6326,1,1,0,27.95,56.48,22.435,5.2645,3,11955,2,0
AMR0018704,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Stool/Rectal,91,67,24,0.7389,1,1,0,48.82,47.75,22.512,5.0801,1,3334,2,0
AMR0018705,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-non-ICU,Urine,118,66,52,0.5602,1,0,0,27.93,78.86,14.837,3.2984,4,1633,1,0
AMR0018706,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-ICU,Catheter tip,16,8,8,0.5095,1,0,0,46.38,46.47,12.704,1.9267,4,4671,3,0
AMR0018707,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Hospital-ICU,Wound/Skin,47,22,25,0.4732,1,0,0,46.06,61.7,12.583,1.7705,4,4693,2,0
AMR0018708,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-ICU,Catheter tip,30,14,16,0.4861,1,0,0,35.55,34.83,6.599,0.9248,3,5428,2,0
AMR0018709,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Hospital-ICU,Genital,127,73,54,0.5783,1,0,0,42.6,80.68,23.318,5.1974,2,6151,2,1
AMR0018710,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Genital,80,42,38,0.5268,1,1,0,27.74,30.91,5.716,1.0306,3,5841,1,0
AMR0018711,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Veterinary,Urine,39,31,8,0.8051,1,1,0,39.3,25.18,10.532,2.6081,1,4003,2,0
AMR0018712,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Long-term Care,Bone/Joint,218,88,130,0.4051,1,0,0,28.17,50.04,4.61,0.6825,2,6570,2,0
AMR0018713,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Community,Bone/Joint,48,28,20,0.5942,1,0,0,50.01,37.74,7.329,1.7837,5,3704,1,1
AMR0018714,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Community,Genital,36,14,22,0.3974,1,0,0,30.88,105.36,10.129,1.1847,1,3480,3,0
AMR0018715,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Hospital-ICU,Bone/Joint,45,17,28,0.3778,1,0,0,34.81,64.33,7.417,0.8863,3,2329,3,0
AMR0018716,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-ICU,CSF,32,23,9,0.7221,1,1,0,27.55,26.57,9.099,2.1654,1,8802,1,0
AMR0018717,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Community,Urine,72,38,34,0.5405,1,0,0,45.13,41.28,11.665,2.032,3,2611,1,1
AMR0018718,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Hospital-ICU,Blood,63,31,32,0.4958,1,0,0,37.0,33.57,11.618,1.8436,2,3208,3,0
AMR0018719,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Hospital-non-ICU,Catheter tip,47,29,18,0.6224,1,1,0,39.39,74.61,23.339,4.2718,0,4105,2,0
AMR0018720,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-non-ICU,Sputum,18,8,10,0.4707,1,0,0,35.91,74.06,23.163,3.537,6,3178,2,0
AMR0018721,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Community,Stool/Rectal,23,9,14,0.4263,1,0,0,36.97,41.3,5.281,0.689,4,14448,2,0
AMR0018722,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Community,Blood,63,17,46,0.2846,0,0,0,29.95,50.49,5.812,0.5234,4,3322,2,0
AMR0018723,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Long-term Care,Wound/Skin,92,31,61,0.3397,0,0,0,46.8,41.98,4.854,0.6028,3,1745,2,1
AMR0018724,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-non-ICU,CSF,10,3,7,0.382,1,0,0,28.7,73.71,21.923,3.1413,6,6201,2,1
AMR0018725,2024,Cambodia,Southeast Asia,Lower-Middle,17,48,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Community,CSF,17,7,10,0.4339,1,0,0,33.78,55.83,7.255,0.9021,5,2636,1,0
AMR0018726,2024,Nepal,South Asia,Lower-Middle,30,44,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Hospital-ICU,CSF,25,15,10,0.6012,1,1,0,36.82,70.35,35.707,7.2204,0,5370,3,1
AMR0018727,2024,Nepal,South Asia,Lower-Middle,30,44,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Community,Urine,16,11,5,0.7007,1,1,0,25.93,39.76,17.99,3.88,1,2404,1,0
AMR0018728,2024,Nepal,South Asia,Lower-Middle,30,44,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,Respiratory,19,15,4,0.8108,1,1,0,38.94,53.99,30.975,7.601,0,7778,2,0
AMR0018729,2024,Nepal,South Asia,Lower-Middle,30,44,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-ICU,Bone/Joint,112,90,22,0.8118,1,1,0,37.3,29.04,9.673,2.258,3,1581,1,0
AMR0018730,2024,Nepal,South Asia,Lower-Middle,30,44,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,Stool/Rectal,328,140,188,0.4272,1,0,0,26.98,59.71,12.29,1.4769,2,11799,3,0
AMR0018731,2024,Nepal,South Asia,Lower-Middle,30,44,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Veterinary,Wound/Skin,10,4,6,0.4145,1,1,0,31.93,32.22,9.114,1.3462,3,3069,3,0
AMR0018732,2024,Nepal,South Asia,Lower-Middle,30,44,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Community,Wound/Skin,212,105,107,0.4999,1,0,0,43.29,52.49,13.137,2.3513,4,6880,2,0
AMR0018733,2024,Nepal,South Asia,Lower-Middle,30,44,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Community,Wound/Skin,14,7,7,0.5399,1,0,0,38.63,87.33,18.225,3.1022,3,4962,1,0
AMR0018734,2024,Nepal,South Asia,Lower-Middle,30,44,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Hospital-ICU,Sputum,112,55,57,0.4961,1,0,0,30.85,56.41,14.89,2.2591,6,3157,2,1
AMR0018735,2024,Nepal,South Asia,Lower-Middle,30,44,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Urine,165,86,79,0.5221,1,0,0,40.78,64.65,18.795,3.7799,0,909,3,0
AMR0018736,2024,Nepal,South Asia,Lower-Middle,30,44,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Community,Sputum,66,37,29,0.5615,1,0,0,26.16,31.86,12.525,2.4302,3,2538,2,0
AMR0018737,2024,Nepal,South Asia,Lower-Middle,30,44,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Long-term Care,Catheter tip,503,149,354,0.297,1,0,0,38.42,106.54,15.209,1.2925,2,1164,2,0
AMR0018738,2024,Nepal,South Asia,Lower-Middle,30,44,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Veterinary,Sputum,13,7,6,0.5855,1,0,0,28.69,64.66,19.54,3.6582,3,5196,2,1
AMR0018739,2024,Nepal,South Asia,Lower-Middle,30,44,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Veterinary,Stool/Rectal,17,6,11,0.3805,1,0,0,34.55,25.52,4.141,0.5751,0,2750,1,0
AMR0018740,2024,Nepal,South Asia,Lower-Middle,30,44,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Community,Wound/Skin,112,46,66,0.4143,1,0,0,28.84,53.52,7.622,0.9991,2,1985,1,0
AMR0018741,2024,Nepal,South Asia,Lower-Middle,30,44,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Community,Blood,15,7,8,0.5163,1,0,0,30.53,40.84,19.746,3.6472,0,2122,3,0
AMR0018742,2024,Nepal,South Asia,Lower-Middle,30,44,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Long-term Care,Stool/Rectal,15,8,7,0.5578,1,0,0,40.68,38.47,7.07,1.1348,3,4330,1,1
AMR0018743,2024,Nepal,South Asia,Lower-Middle,30,44,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,CSF,52,40,12,0.771,1,1,0,35.6,37.58,12.978,3.0357,1,968,2,0
AMR0018744,2024,Nepal,South Asia,Lower-Middle,30,44,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Hospital-non-ICU,CSF,22,13,9,0.5993,1,1,0,24.05,38.59,9.233,2.0288,4,5642,1,0
AMR0018745,2024,Nepal,South Asia,Lower-Middle,30,44,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Community,Sputum,59,27,32,0.4687,1,0,0,34.76,62.42,14.881,2.9112,2,2626,2,0
AMR0018746,2024,Nepal,South Asia,Lower-Middle,30,44,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Community,Urine,120,32,88,0.2671,0,0,0,34.24,52.09,4.802,0.436,3,3504,1,0
AMR0018747,2024,Nepal,South Asia,Lower-Middle,30,44,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Community,Stool/Rectal,66,20,46,0.3127,0,1,0,27.67,40.27,5.323,0.504,5,2759,2,0
AMR0018748,2024,Nepal,South Asia,Lower-Middle,30,44,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Veterinary,Respiratory,26,9,17,0.3666,1,0,0,38.56,124.38,13.216,1.3898,2,1092,2,1
AMR0018749,2024,Nepal,South Asia,Lower-Middle,30,44,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Long-term Care,Sputum,72,43,29,0.5982,1,0,0,30.94,95.84,27.224,5.2481,3,6701,1,1
AMR0018750,2024,Nepal,South Asia,Lower-Middle,30,44,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Long-term Care,Stool/Rectal,162,62,100,0.3829,1,0,0,33.74,47.37,5.483,0.8043,1,2772,3,0
AMR0018751,2025,United States,North America,High,335,85,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Respiratory,158,54,104,0.3468,1,0,0,17.1,13.07,4.831,0.5277,3,55429,5,1
AMR0018752,2025,United States,North America,High,335,85,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Veterinary,CSF,243,71,172,0.2925,0,1,0,23.95,4.77,1.211,0.1209,6,24400,3,0
AMR0018753,2025,United States,North America,High,335,85,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-non-ICU,Wound/Skin,222,78,144,0.3515,1,0,0,16.77,8.51,1.852,0.2294,4,40161,2,0
AMR0018754,2025,United States,North America,High,335,85,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Wound/Skin,147,36,111,0.2515,0,0,0,21.44,9.82,2.017,0.1726,3,24432,3,0
AMR0018755,2025,United States,North America,High,335,85,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,Respiratory,122,33,89,0.2706,0,0,0,29.6,15.49,2.072,0.2307,6,21251,3,0
AMR0018756,2025,United States,North America,High,335,85,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Veterinary,Sputum,495,166,329,0.336,0,0,0,23.76,21.05,4.078,0.5704,1,9530,4,0
AMR0018757,2025,United States,North America,High,335,85,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Community,Sputum,283,72,211,0.2574,1,0,0,26.95,20.37,2.403,0.2097,1,28603,5,0
AMR0018758,2025,United States,North America,High,335,85,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-ICU,Urine,832,144,688,0.1736,0,0,0,24.9,25.88,4.091,0.2942,4,22901,3,0
AMR0018759,2025,United States,North America,High,335,85,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Hospital-ICU,Sputum,117,23,94,0.1982,0,0,0,23.64,10.02,1.461,0.1069,1,43718,4,1
AMR0018760,2025,United States,North America,High,335,85,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Veterinary,Stool/Rectal,349,84,265,0.2412,0,0,0,23.01,9.78,1.156,0.0801,1,47309,5,0
AMR0018761,2025,United States,North America,High,335,85,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Veterinary,Wound/Skin,485,188,297,0.3883,1,0,0,19.59,5.12,1.123,0.1681,3,16582,4,0
AMR0018762,2025,United States,North America,High,335,85,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Community,Wound/Skin,46,8,38,0.1755,0,0,0,29.16,50.29,3.86,0.2364,5,26864,5,0
AMR0018763,2025,United States,North America,High,335,85,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Hospital-ICU,CSF,229,61,168,0.2681,1,0,0,17.47,13.19,1.491,0.1128,8,54322,5,1
AMR0018764,2025,United States,North America,High,335,85,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Hospital-ICU,Sputum,134,21,113,0.1613,0,0,0,28.12,15.91,1.36,0.064,9,45736,4,0
AMR0018765,2025,United States,North America,High,335,85,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Community,Bone/Joint,700,93,607,0.1333,0,0,0,25.9,24.12,2.382,0.1278,5,58105,3,0
AMR0018766,2025,United States,North America,High,335,85,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Long-term Care,Catheter tip,135,52,83,0.387,1,0,0,17.41,11.5,3.026,0.3917,2,20196,4,0
AMR0018767,2025,United States,North America,High,335,85,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Community,Wound/Skin,108,22,86,0.2117,0,0,0,26.51,14.61,2.123,0.156,6,14089,4,1
AMR0018768,2025,United States,North America,High,335,85,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Genital,133,48,85,0.3667,1,1,0,20.46,7.01,1.492,0.1902,5,34720,4,0
AMR0018769,2025,United States,North America,High,335,85,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Hospital-non-ICU,Stool/Rectal,292,78,214,0.27,0,0,0,17.02,20.91,3.13,0.2454,2,26788,4,0
AMR0018770,2025,United States,North America,High,335,85,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Veterinary,Stool/Rectal,631,174,457,0.2759,0,0,0,19.22,10.69,1.856,0.1951,3,14095,2,0
AMR0018771,2025,United States,North America,High,335,85,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-non-ICU,Stool/Rectal,100,16,84,0.1611,1,0,0,21.64,18.65,1.13,0.0568,6,26085,4,0
AMR0018772,2025,United States,North America,High,335,85,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Wound/Skin,173,28,145,0.1636,0,1,0,29.33,26.18,2.049,0.1004,5,23965,3,0
AMR0018773,2025,United States,North America,High,335,85,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Genital,74,12,62,0.1647,0,0,0,19.77,49.11,3.239,0.1752,6,23901,4,1
AMR0018774,2025,United States,North America,High,335,85,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-non-ICU,Sputum,108,29,79,0.2759,0,1,0,24.92,8.26,0.938,0.0799,2,77020,3,1
AMR0018775,2025,United States,North America,High,335,85,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-ICU,Sputum,358,59,299,0.1659,0,0,0,27.87,15.78,1.017,0.0479,0,33399,3,0
AMR0018776,2025,Canada,North America,High,38,83,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Catheter tip,325,118,207,0.3658,1,0,0,20.63,2.81,0.94,0.1302,5,82598,3,1
AMR0018777,2025,Canada,North America,High,38,83,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Community,Catheter tip,380,93,287,0.2466,0,0,0,20.12,7.96,1.674,0.1324,2,36376,3,0
AMR0018778,2025,Canada,North America,High,38,83,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Bone/Joint,177,68,109,0.3897,1,0,0,24.92,6.9,1.531,0.2259,4,40939,5,0
