mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd
M005029,2020-09-07,2020,2020s,China,Long March 2,CASC,43,8400,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Space Tourism,ISS Docking,ISS,317,1,11.7,637.0,625.0,51.5,Success,0.0,0,0,132.8
M005030,2020-03-19,2020,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,SSO,SSO,1496,2,56.0,664.0,644.0,97.3,Success,,0,1,120.8
M005031,2020-04-19,2020,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,460,1,16.2,397.0,211.0,64.9,Success,,0,1,165.5
M005032,2020-02-29,2020,2020s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Commercial Payload,LEO,LEO,1285,1,55.2,615.0,508.0,46.1,Success,,0,1,92.7
M005033,2020-12-22,2020,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Navigation/GPS,LEO,MEO,2444,1,125.9,425.0,301.0,90.6,Success,,0,0,185.0
M005034,2020-12-29,2020,2020s,United States,Titan IV,USAF,62,21680,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Navigation/GPS,LEO,MEO,1700,1,92.6,618.0,418.0,73.1,Success,,0,0,199.4
M005035,2020-11-20,2020,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Communications/Telecom,GEO,GEO,2153,1,100.4,35786.0,35671.0,0.0,Success,,0,1,140.6
M005036,2020-11-24,2020,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,SpaceX Starbase,USA,25.99,-97.16,Rideshare,LEO,LEO,137,8,5.0,482.0,470.0,36.0,Success,,0,1,72.3
M005037,2020-08-02,2020,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Earth Observation,LEO,Earth Orbit,300,1,15.4,436.0,345.0,96.2,Success,,0,0,64.9
M005038,2020-11-19,2020,2020s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Navigation/GPS,LEO,MEO,868,1,51.9,628.0,562.0,70.7,Success,,0,1,17.9
M005039,2020-12-20,2020,2020s,China,Long March 6,CASC,29,1080,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Rideshare,LEO,LEO,584,16,34.5,365.0,237.0,96.1,Success,,0,0,84.8
M005040,2020-11-26,2020,2020s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Lunar,Lunar Transfer,Lunar Orbit,1570,1,45.2,,,41.5,Success,137.0,0,0,176.8
M005041,2020-08-25,2020,2020s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,1056,1,26.5,35786.0,35740.0,0.0,Success,,0,0,74.7
M005042,2020-02-27,2020,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Military/Reconnaissance,GEO,GEO,1993,1,74.0,35786.0,35777.0,0.0,Success,,0,1,106.0
M005043,2021-09-02,2021,2020s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,747,1,29.9,427.0,303.0,76.6,Success,,0,0,83.5
M005044,2021-04-14,2021,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Earth Observation,LEO,Earth Orbit,342,1,10.9,639.0,237.0,56.2,Launch Failure,,0,0,186.8
M005045,2021-11-30,2021,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Commercial Payload,SSO,SSO,9000,1,517.0,646.0,619.0,98.2,Success,,0,0,240.5
M005046,2021-03-18,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,GEO,GEO,222,1,12.8,35786.0,35699.0,0.0,Success,,0,1,101.1
M005047,2021-08-25,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Science/Astronomy,LEO,L2 Halo,300,1,15.3,646.0,378.0,35.3,Success,,0,1,8.0
M005048,2021-09-28,2021,2020s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Earth Observation,LEO,Earth Orbit,3800,1,224.4,449.0,425.0,50.3,Success,,0,0,82.1
M005049,2021-06-14,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,1894,3,95.3,552.0,333.0,49.9,Success,,0,0,85.6
M005050,2021-01-15,2021,2020s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Rideshare,LEO,LEO,2388,143,127.4,528.0,395.0,32.7,Success,,0,0,122.5
M005051,2021-03-12,2021,2020s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Science/Astronomy,LEO,LEO,1450,2,55.9,503.0,459.0,72.5,Success,,0,0,86.6
M005052,2021-06-01,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Commercial Payload,LEO,LEO,1107,1,33.9,532.0,443.0,94.8,Success,,0,0,105.0
M005053,2021-06-01,2021,2020s,China,Long March 5,CASC,57,25000,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Commercial Payload,GEO,GEO,2070,2,72.6,35786.0,35695.0,0.0,Success,,0,0,173.8
M005054,2021-06-02,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,359,18,18.4,504.0,293.0,37.5,Success,,0,0,173.3
M005055,2021-08-14,2021,2020s,N.Korea,Vostok,OKB-1,38,4730,0,Retired,Mahia Peninsula,New Zealand,-39.26,177.86,Earth Observation,LEO,Earth Orbit,1170,1,40.2,378.0,373.0,63.8,Success,,0,0,126.9
M005056,2021-12-15,2021,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Mars Mission,LEO,Mars Surface,155,1,7.0,417.0,413.0,65.1,Success,456.0,0,0,74.5
M005057,2021-06-08,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,300,1,12.1,35786.0,35799.0,0.0,Success,,0,0,8.1
M005058,2021-02-21,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Rideshare,LEO,LEO,300,5,12.2,410.0,239.0,54.9,Success,,0,1,8.4
M005059,2021-09-20,2021,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Weather/Meteorology,LEO,LEO,619,1,24.8,402.0,383.0,86.0,Success,,0,0,91.8
M005060,2021-03-31,2021,2020s,China,Long March 2,CASC,43,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Science/Astronomy,LEO,L2 Halo,3073,1,139.9,392.0,375.0,91.5,Success,,0,0,192.2
M005061,2021-08-07,2021,2020s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Commercial Payload,GEO,GEO,747,1,42.5,35786.0,35717.0,0.0,Success,,0,0,108.7
M005062,2021-01-28,2021,2020s,China,Long March 5,CASC,57,25000,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Commercial Payload,GEO,GEO,533,1,21.8,35786.0,35682.0,0.0,Success,,0,0,194.4
M005063,2021-10-08,2021,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,868,1,37.4,35786.0,35627.0,0.0,Success,,0,1,139.4
M005064,2021-09-05,2021,2020s,United States,Titan IV,USAF,62,21680,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Science/Astronomy,LEO,HEO,2509,1,91.8,440.0,225.0,94.9,Success,,0,0,162.3
M005065,2021-04-08,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Commercial Payload,SSO,SSO,1080,1,34.1,458.0,433.0,98.0,Success,,0,0,159.4
M005066,2021-02-11,2021,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Rideshare,LEO,LEO,408,4,20.2,402.0,244.0,74.3,Success,,0,0,332.8
M005067,2021-04-05,2021,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Earth Observation,LEO,Earth Orbit,2518,1,114.9,637.0,546.0,38.0,Success,,0,1,184.6
M005068,2021-04-17,2021,2020s,China,Long March 2,CASC,43,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Communications/Telecom,GEO,GEO,3060,1,133.4,35786.0,35735.0,0.0,Success,,0,0,91.8
M005069,2021-07-31,2021,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Communications/Telecom,GEO,GEO,3017,2,80.6,35786.0,35715.0,0.0,Success,,0,0,92.7
M005070,2021-03-21,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Technology Demo,LEO,LEO,595,2,27.6,353.0,328.0,56.8,Success,,0,1,113.1
M005071,2021-04-01,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Rideshare,LEO,LEO,256,9,9.0,410.0,384.0,36.0,Success,,0,0,98.3
M005072,2021-12-22,2021,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,41,37,5.0,412.0,218.0,41.9,Success,,0,0,189.9
M005073,2021-03-06,2021,2020s,Japan,H3,JAXA/MHI,57,16500,0,Active,Uchinoura Space Center,Japan,31.25,131.08,Commercial Payload,GEO,GEO,4519,2,216.0,35786.0,35641.0,0.0,Success,,0,0,106.9
M005074,2021-02-14,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,884,143,42.1,534.0,285.0,56.1,Success,,0,0,174.4
M005075,2021-09-22,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,353,134,18.8,476.0,242.0,55.5,Success,,0,0,96.7
M005076,2021-08-29,2021,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Human Spaceflight,ISS Docking,ISS,1793,1,91.8,483.0,223.0,51.3,Success,1.0,3,1,179.0
M005077,2021-11-09,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Earth Observation,LEO,Earth Orbit,665,1,36.8,388.0,345.0,47.6,Success,,0,1,36.1
M005078,2021-03-23,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,231,22,11.5,645.0,300.0,71.2,Success,,0,0,182.9
M005079,2021-08-02,2021,2020s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Commercial Payload,SSO,SSO,1120,1,45.7,667.0,663.0,97.5,Success,,0,0,170.3
M005080,2021-03-11,2021,2020s,Brazil,Proton-M,Roscosmos,58,23000,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Communications/Telecom,GEO,GEO,482,1,25.7,35786.0,35704.0,0.0,Success,,0,0,152.6
M005081,2021-09-02,2021,2020s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Mars Mission,LEO,Mars Transfer,954,2,40.9,359.0,349.0,59.5,Success,1246.0,0,0,153.1
M005082,2021-04-16,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Commercial Payload,LEO,LEO,1940,1,53.7,406.0,258.0,35.9,Success,,0,0,72.0
M005083,2021-12-13,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Science/Astronomy,LEO,L2 Halo,854,1,27.9,392.0,297.0,48.0,Success,,0,0,180.8
M005084,2021-05-15,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Rideshare,LEO,LEO,248,71,7.2,542.0,353.0,28.9,Success,,0,0,117.3
M005085,2021-03-10,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Commercial Payload,GEO,GEO,2450,1,143.5,35786.0,35678.0,0.0,Success,,0,0,78.5
M005086,2021-09-26,2021,2020s,United States,Titan II,USAF,31,3175,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Technology Demo,LEO,LEO,1644,1,63.4,419.0,382.0,57.2,Success,,0,0,136.9
M005087,2021-09-16,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Human Spaceflight,LEO,LEO,5883,1,333.3,444.0,418.0,37.7,Success,14.0,1,1,35.0
M005088,2021-10-17,2021,2020s,China,Long March 3,CASC,54,8500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,120,3,5.0,462.0,256.0,48.1,Success,,0,0,90.8
M005089,2021-06-21,2021,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,262,19,12.7,478.0,328.0,46.7,Success,,0,0,135.1
M005090,2021-12-09,2021,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,GEO,GEO,3955,1,166.0,35786.0,35692.0,0.0,Success,,0,0,111.4
M005091,2021-01-08,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,333,1,9.6,360.0,280.0,66.4,Success,,0,0,103.2
M005092,2021-11-01,2021,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Rideshare,LEO,LEO,311,10,15.0,619.0,260.0,75.2,Success,,0,1,144.3
M005093,2021-11-22,2021,2020s,United States,Titan IV,USAF,62,21680,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,SSO,SSO,1174,1,29.5,679.0,659.0,98.5,Success,,0,0,132.0
M005094,2021-07-17,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Space Tourism,Sub-orbital,Sub-orbital,2700,1,93.4,180.0,0.0,36.3,Success,1.0,4,0,171.8
M005095,2021-07-09,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,6744,1,185.7,461.0,270.0,95.1,Success,,0,0,98.6
M005096,2021-05-27,2021,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Lunar,Lunar Transfer,Lunar Orbit,859,1,41.9,,,27.1,Success,115.0,0,0,185.0
M005097,2021-11-12,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Interplanetary,LEO,Saturn,741,1,30.6,421.0,372.0,39.1,Success,550.0,0,0,152.2
M005098,2021-04-14,2021,2020s,New Zealand,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Commercial Payload,LEO,LEO,2572,1,153.3,405.0,286.0,31.8,Success,,0,0,133.3
M005099,2021-03-27,2021,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,LEO,LEO,887,2,49.1,438.0,206.0,50.9,Success,,0,1,149.1
M005100,2021-11-12,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Navigation/GPS,LEO,MEO,1080,1,42.2,602.0,268.0,88.1,Success,,0,0,191.7
M005101,2021-05-04,2021,2020s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Technology Demo,LEO,LEO,1631,1,47.7,455.0,232.0,58.6,Success,,0,0,90.0
M005102,2021-01-28,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,765,1,30.7,35786.0,35755.0,0.0,Success,,0,1,149.5
M005103,2021-03-29,2021,2020s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Navigation/GPS,LEO,MEO,914,1,23.0,411.0,403.0,70.3,Success,,0,0,114.7
M005104,2021-09-15,2021,2020s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Interplanetary,Mars Transfer,Mars,354,1,12.4,,,48.8,Success,2429.0,0,0,60.3
M005105,2021-05-03,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Interplanetary,LEO,Venus,1074,1,42.6,479.0,435.0,95.8,Success,65.0,0,1,135.8
M005106,2021-08-11,2021,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Commercial Payload,SSO,SSO,323,2,11.8,636.0,630.0,98.6,Success,,0,0,339.9
M005107,2021-12-15,2021,2020s,Japan,H-II,JAXA,50,10060,0,Retired,Uchinoura Space Center,Japan,31.25,131.08,Human Spaceflight,LEO,LEO,5180,1,165.7,545.0,321.0,76.4,Success,14.0,3,0,199.9
M005108,2021-06-23,2021,2020s,China,Long March 3,CASC,54,8500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,468,1,25.9,352.0,349.0,74.4,Success,,0,0,118.8
M005109,2021-02-26,2021,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Space Tourism,LEO,LEO,1695,1,76.6,540.0,511.0,65.3,Partial Failure,10.0,2,0,182.9
M005110,2021-11-15,2021,2020s,Japan,H3,JAXA/MHI,57,16500,0,Active,Tanegashima Space Center,Japan,30.4,130.97,Commercial Payload,SSO,SSO,3777,1,118.3,529.0,517.0,98.3,Success,,0,0,94.5
M005111,2021-09-03,2021,2020s,China,Long March 5,CASC,57,25000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Communications/Telecom,GEO,GEO,1933,1,107.4,35786.0,35698.0,0.0,Success,,0,0,181.8
M005112,2021-02-12,2021,2020s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Vandenberg SLC-4,USA,34.74,-120.57,Rideshare,LEO,LEO,23,3,5.0,350.0,285.0,51.8,Success,,0,0,81.3
M005113,2021-06-28,2021,2020s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Rideshare,LEO,LEO,425,1,11.4,465.0,251.0,77.3,Success,,0,0,110.6
M005114,2021-01-13,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Commercial Payload,SSO,SSO,4200,1,228.8,733.0,709.0,97.8,Success,,0,0,73.6
M005115,2021-12-10,2021,2020s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Navigation/GPS,LEO,MEO,1555,1,81.7,354.0,342.0,32.8,Success,,0,0,147.9
M005116,2021-01-08,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,2507,1,75.4,35786.0,35608.0,0.0,Success,,0,1,52.1
M005117,2021-09-25,2021,2020s,China,Long March 9,CASC,110,140000,0,Development,Jiuquan Satellite Launch Center,China,40.96,100.29,Human Spaceflight,LEO,LEO,5875,1,252.9,596.0,565.0,33.0,Success,180.0,3,0,77.0
M005118,2021-03-13,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Human Spaceflight,ISS Docking,ISS,1080,1,38.9,447.0,265.0,51.5,Success,7.0,4,0,80.6
M005119,2021-04-17,2021,2020s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Navigation/GPS,LEO,MEO,1652,1,58.1,604.0,329.0,34.3,Success,,0,0,183.2
M005120,2021-05-14,2021,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Commercial Payload,SSO,SSO,365,2,9.7,798.0,787.0,97.1,Success,,0,0,177.9
M005121,2021-06-06,2021,2020s,Israel,Proton-M,Roscosmos,58,23000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Space Tourism,Sub-orbital,Sub-orbital,1737,1,102.8,150.0,0.0,68.1,Success,1.0,4,0,59.1
M005122,2021-10-11,2021,2020s,China,Long March 3,CASC,54,8500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,1569,1,45.9,413.0,279.0,46.6,Success,,0,0,91.0
M005123,2021-10-13,2021,2020s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Commercial Payload,GEO,GEO,1650,1,71.5,35786.0,35762.0,0.0,Success,,0,0,158.5
M005124,2021-02-09,2021,2020s,China,Long March 2,CASC,43,8400,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,257,17,14.3,553.0,224.0,46.4,Success,,0,0,141.7
M005125,2021-01-14,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Lunar,Lunar Transfer,Lunar Orbit,709,1,41.2,,,6.6,Success,320.0,0,1,16.6
M005126,2021-03-16,2021,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,GEO,GEO,1070,1,48.0,35786.0,35655.0,0.0,Success,,0,0,174.8
M005127,2021-12-08,2021,2020s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Rideshare,LEO,LEO,1040,139,52.7,521.0,316.0,90.2,Success,,0,0,99.7
M005128,2021-03-12,2021,2020s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Rideshare,LEO,LEO,217,13,7.7,517.0,483.0,77.5,Success,,0,0,118.3
M005129,2021-06-04,2021,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Earth Observation,LEO,Earth Orbit,2297,1,117.7,475.0,457.0,78.9,Success,,0,0,121.4
M005130,2021-04-30,2021,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Commercial Payload,SSO,SSO,367,1,10.0,573.0,555.0,97.9,Success,,0,0,346.2
M005131,2021-06-18,2021,2020s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Commercial Payload,LEO,LEO,1450,1,54.1,389.0,282.0,63.5,Success,,0,0,105.5
M005132,2021-01-14,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,254,8,7.0,350.0,206.0,66.7,Success,,0,0,175.0
M005133,2021-04-28,2021,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Rideshare,LEO,LEO,548,15,18.4,591.0,335.0,38.5,Success,,0,0,80.9
M005134,2021-04-09,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Navigation/GPS,LEO,MEO,300,1,11.5,387.0,359.0,75.3,Success,,0,1,8.2
M005135,2021-11-19,2021,2020s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Human Spaceflight,Lunar Transfer,Moon Surface,6767,1,263.0,,,11.6,Success,90.0,4,0,190.2
M005136,2021-11-07,2021,2020s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Communications/Telecom,GEO,GEO,1075,1,54.1,35786.0,35660.0,0.0,Success,,0,0,175.5
M005137,2021-08-07,2021,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,LEO,LEO,9132,1,279.1,578.0,387.0,97.7,Success,,0,0,185.0
M005138,2021-10-13,2021,2020s,China,Long March 2,CASC,43,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Military/Reconnaissance,GEO,GEO,3296,1,120.4,35786.0,35628.0,0.0,Success,,0,0,138.7
M005139,2021-12-01,2021,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,Earth Orbit,1060,1,53.4,351.0,260.0,76.3,Success,,0,1,128.3
M005140,2021-12-10,2021,2020s,China,Long March 3,CASC,54,8500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Lunar,Lunar Transfer,Moon Surface,1267,1,64.0,,,1.3,Success,109.0,0,0,95.1
M005141,2021-10-31,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Military/Reconnaissance,GEO,GEO,605,2,16.0,35786.0,35709.0,0.0,Success,,0,0,177.7
M005142,2021-02-19,2021,2020s,Iran,Sputnik/R-7,OKB-1,28,500,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Earth Observation,LEO,Earth Orbit,500,1,26.6,588.0,502.0,86.6,Success,,0,0,195.3
M005143,2021-04-16,2021,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,2402,2,90.6,632.0,249.0,57.3,Success,,0,0,185.0
M005144,2021-06-16,2021,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Rideshare,LEO,LEO,82,12,5.0,581.0,305.0,47.4,Success,,0,0,185.0
