event_id,date,year,month,day_of_year,season,region_id,region_name,country,continent,latitude,longitude,climate_zone,vegetation_type,fire_radiative_power_mw,burn_area_hectares,burn_area_km2,severity,fire_duration_days,contained,human_caused,detection_satellite,detection_confidence,co2_emissions_tonnes,pm25_emissions_tonnes,pm10_emissions_tonnes,co_emissions_tonnes,ch4_emissions_tonnes,air_temp_celsius,relative_humidity_pct,wind_speed_kmh,wind_direction,drought_index,structures_threatened,structures_destroyed,evacuation_orders,people_evacuated,enso_phase,climate_anomaly_year
WF0006774,2021-07-25,2021,7,206,Summer,sib_yak,Yakutia,Russia,Asia,64.5064,130.1318,Subarctic,Taiga/Tundra,623.4,1669.6,16.7,Moderate,3,1,1,MODIS Terra,High,686.3,49.92,102.37,81.24,8.084,28.4,7.9,55.9,W,1.0,0,0,0,0,0.997,1
WF0006775,2021-07-07,2021,7,188,Summer,sib_yak,Yakutia,Russia,Asia,62.103,130.4575,Subarctic,Taiga/Tundra,1999.3,96185.2,961.85,Extreme,3,1,1,MODIS Terra,Low,35900.6,2795.91,5520.67,4120.21,709.481,31.1,34.7,25.0,E,1.0,0,0,1,362,0.997,1
WF0006776,2021-07-03,2021,7,184,Summer,sib_yak,Yakutia,Russia,Asia,63.4451,128.8755,Subarctic,Taiga/Tundra,3123.8,819948.5,8199.49,Extreme,3,1,1,VIIRS S-NPP,High,440264.7,20173.59,50268.18,35574.26,5465.87,33.1,7.4,32.3,W,1.0,0,0,1,2377,0.997,1
WF0006777,2021-07-19,2021,7,200,Summer,sib_yak,Yakutia,Russia,Asia,63.4147,126.7395,Subarctic,Taiga/Tundra,919.3,72789.4,727.89,Extreme,23,1,0,VIIRS S-NPP,High,31026.9,2460.63,3888.98,2449.22,198.17,32.2,12.9,13.9,NW,0.935,1,0,1,5256,0.997,1
WF0006778,2021-07-09,2021,7,190,Summer,sib_yak,Yakutia,Russia,Asia,61.2521,130.9895,Subarctic,Taiga/Tundra,2839.5,79951.2,799.51,Extreme,13,1,0,MODIS Terra,High,32622.5,942.76,2062.48,3733.98,617.659,20.7,9.7,5.5,NW,0.744,3,0,1,3417,0.997,1
WF0006779,2021-08-18,2021,8,230,Summer,sib_irkut,Irkutsk,Russia,Asia,54.4521,100.9751,Continental,Taiga,417.9,2584.7,25.85,Moderate,11,1,0,VIIRS NOAA-20,High,1469.2,39.55,60.17,183.41,7.854,22.6,24.9,59.3,S,1.0,0,0,0,0,0.997,1
WF0006780,2021-07-27,2021,7,208,Summer,sib_irkut,Irkutsk,Russia,Asia,54.2771,99.7347,Continental,Taiga,226.6,29380.3,293.8,High,1,1,0,VIIRS S-NPP,Nominal,12873.2,561.91,952.12,1342.89,186.531,22.3,21.1,50.9,NW,0.666,0,0,0,0,0.997,1
WF0006781,2021-08-24,2021,8,236,Summer,sib_irkut,Irkutsk,Russia,Asia,53.0609,105.1851,Continental,Taiga,2177.4,93171.5,931.72,Extreme,1,1,0,MODIS Terra,Nominal,32907.8,2054.02,3211.46,1685.88,299.144,34.4,11.8,22.3,SE,1.0,6,1,1,18231,0.997,1
WF0006782,2021-08-13,2021,8,225,Summer,sib_irkut,Irkutsk,Russia,Asia,54.6343,104.1669,Continental,Taiga,972.5,54090.0,540.9,Extreme,4,1,1,Landsat 8/9,Nominal,21176.7,1603.38,2638.2,2809.92,326.836,23.9,31.8,54.8,N,1.0,0,0,1,53,0.997,1
WF0006783,2021-07-27,2021,7,208,Summer,sib_irkut,Irkutsk,Russia,Asia,52.699,101.8827,Continental,Taiga,214.1,76964.9,769.65,Extreme,4,0,1,MODIS Terra,Nominal,25469.8,648.2,1350.01,3808.46,367.464,31.6,18.3,55.3,E,1.0,1,0,1,114,0.997,1
WF0006784,2021-07-24,2021,7,205,Summer,sib_irkut,Irkutsk,Russia,Asia,49.4819,104.3427,Continental,Taiga,3059.2,32911.4,329.11,Extreme,1,0,1,MODIS Aqua,Nominal,12854.2,333.08,730.49,1439.8,147.594,24.7,29.2,40.3,N,1.0,0,0,1,4854,0.997,1
WF0006785,2021-06-23,2021,6,174,Summer,sib_irkut,Irkutsk,Russia,Asia,50.2401,104.5796,Continental,Taiga,2716.4,649166.6,6491.67,Extreme,9,1,1,MODIS Aqua,Nominal,353239.6,20000.14,37591.43,37964.76,3291.251,32.3,33.0,43.1,NW,1.0,0,0,1,193,0.997,1
WF0006786,2021-07-17,2021,7,198,Summer,sib_irkut,Irkutsk,Russia,Asia,54.7672,103.2422,Continental,Taiga,600.8,20967.0,209.67,High,1,1,1,VIIRS S-NPP,High,10252.9,393.02,886.67,1315.15,64.386,29.7,31.1,58.6,S,1.0,3,0,0,0,0.997,1
WF0006787,2021-07-21,2021,7,202,Summer,sib_irkut,Irkutsk,Russia,Asia,55.5508,105.3279,Continental,Taiga,1523.2,43891.6,438.92,High,6,1,0,VIIRS S-NPP,High,22788.0,730.39,1113.23,1378.11,297.295,34.7,8.5,24.5,NW,1.0,0,0,0,0,0.997,1
WF0006788,2021-06-14,2021,6,165,Summer,sib_irkut,Irkutsk,Russia,Asia,55.5849,105.9407,Continental,Taiga,17428.1,323161.6,3231.62,Extreme,1,1,0,VIIRS NOAA-20,High,148759.4,9899.37,16133.9,19530.37,2830.641,25.1,28.6,8.7,SW,0.799,157,4,1,67,0.997,1
WF0006789,2021-06-24,2021,6,175,Summer,sib_irkut,Irkutsk,Russia,Asia,56.5979,103.8783,Continental,Taiga,1691.9,257979.5,2579.8,Extreme,15,1,1,MODIS Terra,High,140549.9,6937.78,13660.94,20171.99,1789.578,34.5,19.8,8.5,S,1.0,13,0,1,450,0.997,1
WF0006790,2021-07-22,2021,7,203,Summer,sib_irkut,Irkutsk,Russia,Asia,58.0978,105.4827,Continental,Taiga,721.8,10662.7,106.63,High,1,1,0,VIIRS S-NPP,High,5175.3,105.97,172.44,619.4,79.463,27.8,30.6,37.5,E,0.769,6,1,0,0,0.997,1
WF0006791,2021-06-22,2021,6,173,Summer,sib_irkut,Irkutsk,Russia,Asia,50.5342,104.437,Continental,Taiga,1777.3,13821.4,138.21,High,6,1,1,VIIRS S-NPP,High,5464.5,311.96,601.98,570.94,54.938,23.1,28.5,15.2,SE,0.865,9,1,0,0,0.997,1
WF0006792,2021-07-25,2021,7,206,Summer,sib_irkut,Irkutsk,Russia,Asia,55.2257,103.0603,Continental,Taiga,10126.7,96877.1,968.77,Extreme,48,1,1,VIIRS S-NPP,Nominal,55857.5,1212.87,1973.01,7774.94,714.047,20.3,33.2,44.2,SE,1.0,0,0,1,1796,0.997,1
WF0006793,2021-07-18,2021,7,199,Summer,sib_irkut,Irkutsk,Russia,Asia,54.8822,104.5065,Continental,Taiga,2672.4,45180.2,451.8,Extreme,3,1,1,VIIRS NOAA-20,High,23022.2,1354.53,2098.82,3149.73,315.365,24.5,26.2,11.3,W,1.0,3,0,1,19971,0.997,1
WF0006794,2021-07-15,2021,7,196,Summer,sib_irkut,Irkutsk,Russia,Asia,53.3387,100.8932,Continental,Taiga,2208.0,48084.8,480.85,Extreme,1,1,0,MODIS Aqua,Nominal,20680.8,1023.95,1889.71,3017.83,247.696,34.4,29.0,56.4,NE,1.0,0,0,1,187,0.997,1
WF0006795,2021-08-07,2021,8,219,Summer,sib_irkut,Irkutsk,Russia,Asia,54.0664,98.8593,Continental,Taiga,1274.2,73180.8,731.81,Extreme,2,0,1,Landsat 8/9,High,34935.5,2003.54,3165.63,4339.34,367.005,32.6,31.0,26.3,SE,0.736,1,0,1,1794,0.997,1
WF0006796,2021-07-26,2021,7,207,Summer,sib_irkut,Irkutsk,Russia,Asia,54.1713,103.019,Continental,Taiga,449.7,27963.9,279.64,High,1,1,1,MODIS Terra,Nominal,11273.3,567.11,1372.45,723.04,219.349,32.2,31.5,54.5,S,1.0,4,0,0,0,0.997,1
WF0006797,2021-08-09,2021,8,221,Summer,sib_irkut,Irkutsk,Russia,Asia,50.2463,100.0406,Continental,Taiga,275.4,11706.6,117.07,High,6,1,0,VIIRS NOAA-20,High,4222.2,297.93,629.6,384.6,50.59,24.3,26.4,42.2,N,1.0,18,4,0,0,0.997,1
WF0006798,2021-08-02,2021,8,214,Summer,sib_irkut,Irkutsk,Russia,Asia,53.6561,102.8819,Continental,Taiga,908.5,55511.9,555.12,Extreme,1,1,0,VIIRS S-NPP,High,21172.0,531.28,1099.91,2522.62,336.664,31.5,12.0,54.4,W,0.758,0,0,1,147,0.997,1
WF0006799,2021-06-09,2021,6,160,Summer,sib_irkut,Irkutsk,Russia,Asia,47.3834,107.9744,Continental,Taiga,25720.2,16053.8,160.54,Extreme,3,1,1,VIIRS NOAA-20,High,8726.1,289.71,436.24,1295.92,91.119,24.8,21.5,7.2,SE,1.0,0,0,1,1861,0.997,1
WF0006800,2021-07-27,2021,7,208,Summer,sib_irkut,Irkutsk,Russia,Asia,60.0033,98.6129,Continental,Taiga,10119.0,72044.0,720.44,Extreme,1,1,1,Sentinel-3,High,31610.5,2447.87,5182.12,3068.46,375.563,27.7,11.8,19.8,NE,1.0,98,31,1,1498,0.997,1
WF0006801,2021-07-27,2021,7,208,Summer,sib_irkut,Irkutsk,Russia,Asia,53.7978,103.7458,Continental,Taiga,1990.2,4905.1,49.05,High,15,0,1,MODIS Terra,Nominal,1935.6,107.37,167.45,187.18,32.225,34.4,13.6,58.6,S,1.0,2,0,0,0,0.997,1
WF0006802,2021-06-10,2021,6,161,Summer,sib_irkut,Irkutsk,Russia,Asia,55.2691,106.3265,Continental,Taiga,6656.2,91882.2,918.82,Extreme,1,1,1,VIIRS NOAA-20,Low,37266.3,2726.82,4745.32,3406.9,266.119,23.8,27.7,20.5,S,1.0,25,5,1,1489,0.997,1
WF0006803,2021-07-24,2021,7,205,Summer,sib_irkut,Irkutsk,Russia,Asia,54.6067,100.2789,Continental,Taiga,1669.4,791287.8,7912.88,Extreme,4,1,1,VIIRS S-NPP,High,258255.2,17521.14,32816.18,32418.69,1462.423,34.3,9.6,43.9,NW,1.0,3,0,1,556,0.997,1
WF0006804,2021-08-21,2021,8,233,Summer,sib_irkut,Irkutsk,Russia,Asia,54.6808,105.401,Continental,Taiga,3017.8,601044.4,6010.44,Extreme,3,0,1,VIIRS S-NPP,High,314152.9,14779.78,24609.53,19075.9,6243.255,27.4,26.2,24.7,SE,1.0,0,0,1,46,0.997,1
WF0006805,2021-06-25,2021,6,176,Summer,sib_irkut,Irkutsk,Russia,Asia,57.5114,106.134,Continental,Taiga,121.7,2116.8,21.17,Moderate,8,1,1,VIIRS S-NPP,High,730.9,34.69,67.8,85.17,10.087,32.3,24.9,51.3,N,1.0,0,0,0,0,0.997,1
WF0006806,2021-08-02,2021,8,214,Summer,sib_irkut,Irkutsk,Russia,Asia,56.6311,104.1458,Continental,Taiga,3209.8,121932.2,1219.32,Extreme,1,1,1,MODIS Aqua,High,59065.1,1455.37,3601.21,4748.17,717.848,32.5,24.2,49.0,W,1.0,83,19,1,1061,0.997,1
WF0006807,2021-08-17,2021,8,229,Summer,sib_irkut,Irkutsk,Russia,Asia,58.0108,99.8053,Continental,Taiga,1903.4,39668.9,396.69,High,7,1,1,MODIS Terra,High,12742.7,638.21,1291.81,1881.9,167.363,21.3,12.8,7.1,W,0.862,2,0,0,0,0.997,1
WF0006808,2021-08-05,2021,8,217,Summer,sib_irkut,Irkutsk,Russia,Asia,57.7218,103.109,Continental,Taiga,945.6,15665.9,156.66,High,28,1,1,MODIS Terra,High,8769.8,644.15,1223.63,506.65,46.946,32.1,24.3,41.2,W,0.689,3,1,0,0,0.997,1
WF0006809,2021-08-22,2021,8,234,Summer,sib_irkut,Irkutsk,Russia,Asia,49.5869,102.9348,Continental,Taiga,1081.1,427805.8,4278.06,Extreme,1,0,1,MODIS Terra,Nominal,232723.4,12151.51,24324.03,21181.22,4316.823,26.3,13.3,30.2,N,0.634,1,0,1,13592,0.997,1
WF0006810,2021-08-10,2021,8,222,Summer,sib_irkut,Irkutsk,Russia,Asia,56.715,103.6395,Continental,Taiga,957.4,5508.1,55.08,High,9,0,0,VIIRS NOAA-20,Low,2524.2,74.03,116.78,130.27,20.159,29.8,29.4,40.6,N,0.817,0,0,0,0,0.997,1
WF0006811,2021-08-06,2021,8,218,Summer,sib_irkut,Irkutsk,Russia,Asia,52.9081,106.7549,Continental,Taiga,4247.4,651596.4,6515.96,Extreme,4,0,0,MODIS Aqua,Nominal,366220.4,11085.84,17660.71,49708.81,4266.368,32.6,18.3,15.0,W,1.0,1,0,1,416,0.997,1
WF0006812,2021-08-15,2021,8,227,Summer,sib_irkut,Irkutsk,Russia,Asia,52.3699,107.4613,Continental,Taiga,5778.6,31775.7,317.76,Extreme,1,1,0,Landsat 8/9,Low,11580.5,835.69,1453.43,1154.89,189.649,22.8,13.7,23.3,NE,1.0,2,0,1,278,0.997,1
WF0006813,2021-08-07,2021,8,219,Summer,sib_irkut,Irkutsk,Russia,Asia,61.1563,105.118,Continental,Taiga,4419.2,245228.5,2452.28,Extreme,2,1,1,MODIS Aqua,High,81130.2,5534.41,12756.77,12002.0,1560.417,33.0,14.4,15.5,NE,1.0,0,0,1,3317,0.997,1
WF0006814,2021-06-25,2021,6,176,Summer,sib_irkut,Irkutsk,Russia,Asia,54.8998,104.1019,Continental,Taiga,704.7,179631.9,1796.32,Extreme,1,1,0,VIIRS S-NPP,High,64762.5,2523.67,3934.87,4631.17,1029.999,27.2,11.9,11.6,NE,1.0,0,0,1,518,0.997,1
WF0006815,2021-05-03,2021,5,123,Spring,ind_od,Odisha,India,Asia,21.2205,85.2788,Tropical,Dry Deciduous,859.3,5768.5,57.69,High,1,1,1,MODIS Aqua,Nominal,2052.5,147.22,268.58,307.39,31.202,24.1,31.8,58.2,NW,0.48,0,0,0,0,0.997,0
WF0006816,2021-05-16,2021,5,136,Spring,ind_od,Odisha,India,Asia,25.6872,86.868,Tropical,Dry Deciduous,912.1,403510.8,4035.11,Extreme,1,1,0,MODIS Terra,Nominal,129800.6,8911.53,19943.73,18683.38,842.124,34.8,27.8,26.7,W,0.336,64,14,1,4870,0.997,0
WF0006817,2021-03-26,2021,3,85,Spring,ind_od,Odisha,India,Asia,20.9961,90.271,Tropical,Dry Deciduous,761.9,2265.6,22.66,Moderate,48,1,1,MODIS Terra,High,813.2,59.33,128.85,73.74,13.972,24.2,11.9,17.4,SE,0.404,0,0,0,0,0.997,0
WF0006818,2021-03-26,2021,3,85,Spring,ind_od,Odisha,India,Asia,23.3506,86.8815,Tropical,Dry Deciduous,519.6,471.6,4.72,Moderate,4,1,1,VIIRS S-NPP,Low,137.1,7.26,14.22,7.62,0.986,30.3,11.7,43.6,E,0.234,0,0,0,0,0.997,0
WF0006819,2021-04-06,2021,4,96,Spring,ind_od,Odisha,India,Asia,20.7818,87.8281,Tropical,Dry Deciduous,1053.5,18692.6,186.93,High,8,1,1,VIIRS NOAA-20,Nominal,4508.4,103.92,193.03,380.93,56.079,21.4,17.2,10.2,SW,0.666,2,0,0,0,0.997,0
WF0006820,2021-05-13,2021,5,133,Spring,ind_od,Odisha,India,Asia,23.9865,83.5523,Tropical,Dry Deciduous,1098.3,136662.3,1366.62,Extreme,16,1,0,VIIRS S-NPP,High,44813.7,3278.97,7996.61,3829.12,811.173,28.3,9.0,37.6,SE,0.572,2,0,1,64,0.997,0
WF0006821,2021-05-12,2021,5,132,Spring,ind_od,Odisha,India,Asia,18.5617,84.2505,Tropical,Dry Deciduous,1227.9,21524.1,215.24,High,1,1,1,VIIRS NOAA-20,Nominal,7341.8,398.37,861.55,591.18,44.952,26.6,18.2,25.9,SW,0.248,56,8,1,189,0.997,0
WF0006822,2021-04-08,2021,4,98,Spring,ind_chh,Chhattisgarh,India,Asia,20.4691,77.3025,Tropical,Sal Forest,692.6,20279.6,202.8,High,4,1,1,MODIS Terra,High,7591.2,503.14,877.08,686.92,69.691,22.9,18.6,22.7,SW,0.328,0,0,0,0,0.997,0
WF0006823,2021-03-07,2021,3,66,Spring,ind_chh,Chhattisgarh,India,Asia,17.2879,78.91,Tropical,Sal Forest,49.6,404.7,4.05,Low,5,1,1,VIIRS S-NPP,High,114.3,8.96,14.7,9.54,1.096,33.6,5.4,31.8,N,0.469,0,0,0,0,0.997,0
WF0006824,2021-04-07,2021,4,97,Spring,ind_chh,Chhattisgarh,India,Asia,19.3435,83.547,Tropical,Sal Forest,4036.6,40161.7,401.62,Extreme,4,1,0,VIIRS NOAA-20,High,8709.5,200.34,326.86,773.28,137.943,24.1,24.9,28.1,SW,0.256,0,0,1,41,0.997,0
WF0006825,2021-04-25,2021,4,115,Spring,ind_chh,Chhattisgarh,India,Asia,21.0391,81.5018,Tropical,Sal Forest,192.4,987.1,9.87,Low,14,1,0,VIIRS NOAA-20,Nominal,294.1,7.2,11.57,43.74,2.438,20.6,21.5,15.6,S,0.483,0,0,0,0,0.997,0
WF0006826,2021-03-03,2021,3,62,Spring,ind_chh,Chhattisgarh,India,Asia,22.6581,79.3958,Tropical,Sal Forest,1207.1,83811.7,838.12,Extreme,1,1,1,VIIRS S-NPP,Nominal,22948.4,596.95,1016.85,2604.65,185.179,25.8,29.8,29.5,SE,0.217,14,5,1,92,0.997,0
WF0006827,2021-05-09,2021,5,129,Spring,ind_chh,Chhattisgarh,India,Asia,19.7032,78.6275,Tropical,Sal Forest,992.7,28680.8,286.81,High,64,1,0,VIIRS S-NPP,Low,9474.8,449.99,756.18,1397.98,76.384,28.8,7.0,8.1,S,0.658,8,1,0,0,0.997,0
WF0006828,2021-07-06,2021,7,187,Summer,idn_kal,Kalimantan,Indonesia,Asia,2.5441,113.0572,Tropical,Peat/Rainforest,563.0,5494.6,54.95,Moderate,8,1,1,VIIRS S-NPP,High,2017.7,148.35,356.05,137.93,24.418,27.0,8.2,8.0,W,0.313,0,0,0,0,0.997,0
WF0006829,2021-09-08,2021,9,251,Autumn,idn_kal,Kalimantan,Indonesia,Asia,3.9273,112.9804,Tropical,Peat/Rainforest,3897.0,6488.7,64.89,Extreme,50,1,0,Landsat 8/9,High,2146.6,123.61,278.81,310.59,39.218,32.0,15.8,6.0,S,0.674,66,17,1,149,0.997,0
WF0006830,2021-10-14,2021,10,287,Autumn,idn_kal,Kalimantan,Indonesia,Asia,1.0754,113.4358,Tropical,Peat/Rainforest,67.3,155.2,1.55,Low,2,1,0,MODIS Aqua,High,44.8,1.82,4.14,4.9,0.279,31.5,21.4,44.1,SE,0.885,0,0,0,0,0.997,0
WF0006831,2021-07-07,2021,7,188,Winter,idn_kal,Kalimantan,Indonesia,Asia,-0.1454,113.7485,Tropical,Peat/Rainforest,1360.2,43003.5,430.04,High,1,1,1,VIIRS S-NPP,High,10916.3,654.83,1623.15,827.75,157.435,27.1,17.5,29.1,SE,0.724,11,0,0,0,0.997,0
WF0006832,2021-09-19,2021,9,262,Autumn,idn_kal,Kalimantan,Indonesia,Asia,-0.1245,117.1104,Tropical,Peat/Rainforest,58.5,421.5,4.21,Low,2,0,1,VIIRS S-NPP,High,149.5,5.67,10.71,14.27,2.298,34.2,13.9,18.0,E,0.658,0,0,0,0,0.997,0
WF0006833,2021-07-06,2021,7,187,Winter,idn_kal,Kalimantan,Indonesia,Asia,-1.548,114.0973,Tropical,Peat/Rainforest,230.1,39606.5,396.06,High,1,1,1,VIIRS S-NPP,High,11139.3,381.81,836.13,836.28,153.646,22.8,25.1,33.5,SW,0.89,4,1,0,0,0.997,0
WF0006834,2021-07-05,2021,7,186,Summer,idn_kal,Kalimantan,Indonesia,Asia,3.9873,113.9204,Tropical,Peat/Rainforest,547.4,647.1,6.47,Moderate,3,1,0,MODIS Aqua,High,197.5,7.73,14.14,17.85,1.534,23.7,28.8,49.7,E,0.931,0,0,0,0,0.997,0
WF0006835,2021-07-06,2021,7,187,Winter,idn_kal,Kalimantan,Indonesia,Asia,-1.004,113.9853,Tropical,Peat/Rainforest,2560.1,20169.8,201.7,Extreme,2,0,1,VIIRS S-NPP,Nominal,4310.5,149.2,276.77,565.53,85.451,20.1,5.7,24.8,E,0.929,1,0,1,686,0.997,0
WF0006836,2021-07-25,2021,7,206,Winter,idn_kal,Kalimantan,Indonesia,Asia,-3.0382,117.8361,Tropical,Peat/Rainforest,601.1,56576.7,565.77,Extreme,4,1,1,MODIS Aqua,Nominal,20610.7,740.02,1392.21,2912.73,112.694,31.6,24.7,15.6,SE,0.925,37,7,1,23,0.997,0
WF0006837,2021-08-22,2021,8,234,Summer,idn_kal,Kalimantan,Indonesia,Asia,0.6186,112.0933,Tropical,Peat/Rainforest,94.9,3048.8,30.49,Moderate,2,1,1,VIIRS NOAA-20,Nominal,834.6,39.07,85.12,105.89,5.64,27.4,12.4,9.5,SE,0.694,0,0,0,0,0.997,0
WF0006838,2021-10-18,2021,10,291,Autumn,idn_sum,Sumatra,Indonesia,Asia,-0.7558,105.5121,Tropical,Peat/Rainforest,226.3,621.0,6.21,Moderate,6,1,1,MODIS Terra,High,179.0,5.1,8.51,14.96,1.205,24.2,17.0,9.7,NW,0.822,0,0,0,0,0.997,0
WF0006839,2021-09-11,2021,9,254,Autumn,idn_sum,Sumatra,Indonesia,Asia,2.6006,102.7147,Tropical,Peat/Rainforest,161.4,5722.5,57.23,Moderate,12,1,1,MODIS Terra,Nominal,1687.6,129.35,196.88,150.49,28.602,26.6,5.1,13.4,NW,0.869,0,0,0,0,0.997,0
WF0006840,2021-08-16,2021,8,228,Winter,idn_sum,Sumatra,Indonesia,Asia,-1.0873,100.0397,Tropical,Peat/Rainforest,68.8,684.1,6.84,Low,1,1,1,VIIRS S-NPP,High,190.6,8.86,15.07,16.0,3.496,22.8,18.6,47.3,SW,0.452,0,0,0,0,0.997,0
WF0006841,2021-08-25,2021,8,237,Summer,idn_sum,Sumatra,Indonesia,Asia,2.502,99.2622,Tropical,Peat/Rainforest,2653.7,31976.0,319.76,Extreme,8,1,1,VIIRS NOAA-20,High,11421.2,511.19,908.05,1543.66,199.276,20.6,31.3,26.2,N,0.298,64,5,1,4006,0.997,0
WF0006842,2021-09-01,2021,9,244,Autumn,idn_sum,Sumatra,Indonesia,Asia,2.8901,105.7514,Tropical,Peat/Rainforest,296.6,3083.9,30.84,Moderate,2,0,1,VIIRS S-NPP,High,1134.8,74.91,120.12,81.11,10.162,30.8,16.9,30.5,NE,0.296,0,0,0,0,0.997,0
WF0006843,2021-08-21,2021,8,233,Summer,idn_sum,Sumatra,Indonesia,Asia,2.3126,97.4605,Tropical,Peat/Rainforest,483.4,92638.0,926.38,Extreme,2,1,1,MODIS Terra,Nominal,32693.9,1518.77,3022.51,1767.94,171.046,29.5,21.3,26.1,S,0.405,0,0,1,609,0.997,0
WF0006844,2021-08-12,2021,8,224,Winter,idn_sum,Sumatra,Indonesia,Asia,-2.6655,97.9765,Tropical,Peat/Rainforest,627.7,32976.6,329.77,High,4,0,0,MODIS Terra,High,8966.4,704.16,1222.43,568.61,164.435,23.7,19.7,48.8,S,0.748,0,0,0,0,0.997,0
WF0006845,2021-10-24,2021,10,297,Autumn,idn_sum,Sumatra,Indonesia,Asia,-0.3268,102.2704,Tropical,Peat/Rainforest,531.4,12356.3,123.56,High,10,0,0,VIIRS S-NPP,High,2997.4,71.08,125.86,432.7,41.789,30.3,10.1,6.8,NW,0.372,0,0,0,0,0.997,0
WF0006846,2021-08-11,2021,8,223,Winter,idn_sum,Sumatra,Indonesia,Asia,-0.5328,99.0103,Tropical,Peat/Rainforest,1309.0,62122.1,621.22,Extreme,10,1,1,VIIRS NOAA-20,High,20528.7,1255.05,2599.67,2582.81,404.876,21.1,32.9,50.9,SW,0.292,11,1,1,62,0.997,0
WF0006847,2021-08-02,2021,8,214,Winter,idn_sum,Sumatra,Indonesia,Asia,-0.4185,96.6489,Tropical,Peat/Rainforest,2477.3,30075.0,300.75,Extreme,1,0,1,MODIS Aqua,High,9208.3,351.92,813.78,591.82,77.255,28.3,33.7,10.6,SW,0.616,12,3,1,4186,0.997,0
WF0006848,2021-08-24,2021,8,236,Summer,idn_sum,Sumatra,Indonesia,Asia,0.8925,103.8953,Tropical,Peat/Rainforest,634.7,23968.5,239.69,High,4,1,0,Landsat 8/9,High,6448.4,158.19,316.11,545.37,112.126,23.1,26.5,42.4,N,0.792,9,0,0,0,0.997,0
WF0006849,2021-10-22,2021,10,295,Autumn,idn_sum,Sumatra,Indonesia,Asia,3.995,100.8505,Tropical,Peat/Rainforest,155.0,1259.3,12.59,Moderate,4,1,1,MODIS Terra,High,360.6,13.14,29.35,21.82,2.6,30.6,9.2,11.2,N,0.868,0,0,0,0,0.997,0
WF0006850,2021-07-14,2021,7,195,Summer,grc_att,Attica,Greece,Europe,30.7435,24.456,Mediterranean,Maquis/Pine,1554.9,77515.2,775.15,Extreme,2,1,1,VIIRS S-NPP,High,29947.9,951.48,1653.02,1852.0,575.552,30.1,21.4,59.1,NW,1.0,269,26,1,487,0.997,1
WF0006851,2021-09-20,2021,9,263,Autumn,grc_att,Attica,Greece,Europe,38.1786,23.8975,Mediterranean,Maquis/Pine,6968.1,377253.4,3772.53,Extreme,2,1,0,MODIS Terra,High,126219.4,2788.16,4806.13,15952.63,1477.402,32.6,32.3,6.7,SE,1.0,12,1,1,152,0.997,1
WF0006852,2021-07-08,2021,7,189,Summer,grc_att,Attica,Greece,Europe,37.7829,27.6083,Mediterranean,Maquis/Pine,791.6,17561.0,175.61,High,6,1,1,MODIS Terra,High,5444.0,385.79,867.52,322.14,92.824,36.4,29.0,48.4,NW,1.0,11,2,0,0,0.997,1
WF0006853,2021-08-11,2021,8,223,Summer,grc_att,Attica,Greece,Europe,36.4201,23.18,Mediterranean,Maquis/Pine,2536.8,63850.2,638.5,Extreme,12,0,0,MODIS Terra,High,24667.8,1515.32,3279.35,3444.57,305.117,38.3,33.9,39.0,W,1.0,0,0,1,1253,0.997,1
WF0006854,2021-08-10,2021,8,222,Summer,grc_att,Attica,Greece,Europe,35.4222,20.6897,Mediterranean,Maquis/Pine,1252.6,20450.4,204.5,High,1,1,0,VIIRS NOAA-20,Nominal,4392.5,121.57,265.73,320.18,24.757,43.8,6.1,42.1,W,1.0,3,0,0,0,0.997,1
WF0006855,2021-08-10,2021,8,222,Summer,grc_att,Attica,Greece,Europe,39.0379,20.2592,Mediterranean,Maquis/Pine,1547.4,99743.0,997.43,Extreme,1,1,0,VIIRS S-NPP,Nominal,29705.7,2114.62,3759.6,2035.89,392.849,22.8,18.5,27.9,NW,1.0,21,4,1,403,0.997,1
WF0006856,2021-07-18,2021,7,199,Summer,grc_att,Attica,Greece,Europe,39.1322,22.6538,Mediterranean,Maquis/Pine,2817.2,122475.7,1224.76,Extreme,1,1,1,MODIS Aqua,High,40940.6,2184.54,4326.67,2624.91,614.895,32.8,6.3,46.9,N,0.86,4,1,1,8,0.997,1
WF0006857,2021-09-20,2021,9,263,Autumn,grc_att,Attica,Greece,Europe,36.2795,22.0921,Mediterranean,Maquis/Pine,568.2,1268.8,12.69,Moderate,3,1,0,VIIRS S-NPP,High,348.9,17.37,42.3,49.54,5.114,25.5,31.7,19.4,SW,1.0,0,0,0,0,0.997,1
WF0006858,2021-09-09,2021,9,252,Autumn,grc_att,Attica,Greece,Europe,37.4088,25.5793,Mediterranean,Maquis/Pine,4533.0,230783.9,2307.84,Extreme,2,1,1,Sentinel-3,High,48625.6,1342.27,2973.46,6428.38,904.584,44.9,9.8,20.8,NE,0.636,0,0,1,137,0.997,1
WF0006859,2021-09-02,2021,9,245,Autumn,grc_att,Attica,Greece,Europe,40.0255,21.8612,Mediterranean,Maquis/Pine,1716.6,76359.4,763.59,Extreme,16,1,0,VIIRS S-NPP,High,17638.7,1326.01,2656.94,2067.04,123.223,24.9,20.3,50.1,S,1.0,36,5,1,120,0.997,1
