athlete_id,name,gender,age_at_peak,country,noc_code,region,sport,sport_category,season,first_games_year,last_games_year,games_participated,gold_medals,silver_medals,bronze_medals,total_medals,world_record_holder,personal_best_rank_world,height_cm,weight_kg,bmi,training_hours_per_week,professional_athlete,doping_violation,most_recent_medal_2020plus
A005606,Matteo Tran,Male,27,Uzbekistan,UZB,Asia,Cycling,Cycling,Summer,2022,2022,1,0,1,0,1,0,12,188,70,19.8,21,0,0,1
A005607,Yuki Johnson,Female,22,Ethiopia,ETH,Africa,Hockey (Field),Team Ball,Summer,2012,2024,4,1,2,4,7,0,139,168,53,18.8,42,1,0,1
A005608,Takumi Hernández,Male,26,Romania,ROU,Europe,Sailing,Water,Summer,2014,2018,1,1,0,1,2,0,48,178,78,24.6,34,1,0,0
A005609,Elena Tran,Female,24,Georgia,GEO,Europe/Asia,Shooting,Shooting,Summer,1994,2002,2,0,0,1,1,0,9,168,69,24.4,23,0,0,0
A005610,Adaeze Dubois,Female,38,Latvia,LAT,Europe,Curling,Ice Sports,Winter,2004,2008,1,0,0,0,0,0,55,161,60,23.1,39,1,0,0
A005611,Lukas Ali,Male,26,Croatia,CRO,Europe,Handball,Team Ball,Summer,2006,2010,1,0,0,0,0,0,60,174,80,26.4,29,1,0,0
A005612,Omar Smith,Male,26,Canada,CAN,North America,Tennis,Racquet,Summer,2002,2014,3,1,3,0,4,0,202,174,87,28.7,40,1,1,0
A005613,Erik Volkov,Male,30,Finland,FIN,Europe,Freestyle Skiing,Skiing,Winter,1998,2002,2,1,1,1,3,0,85,182,80,24.2,35,1,0,0
A005614,Elias Hernández,Male,34,Estonia,EST,Europe,Speed Skating,Skating,Winter,2014,2018,2,0,0,2,2,0,8,175,69,22.5,27,1,0,0
A005615,Adaeze Sørensen,Female,23,Brazil,BRA,South America,Biathlon Mixed Relay,Biathlon,Winter,2002,2002,1,0,0,0,0,0,379,156,52,21.4,12,1,0,0
A005616,Nia Silva,Female,28,Azerbaijan,AZE,Europe/Asia,Handball,Team Ball,Summer,2018,2018,1,0,0,2,2,0,90,162,58,22.1,42,1,0,0
A005617,Sven Tran,Male,26,Slovakia,SVK,Europe,Rugby Sevens,Team Ball,Summer,2020,2024,2,0,1,0,1,0,18,183,84,25.1,28,0,0,1
A005618,Sasha Hernández,Female,26,Canada,CAN,North America,Hockey (Field),Team Ball,Summer,2018,2018,1,0,0,1,1,0,27,155,58,24.1,35,0,1,0
A005619,Théo Silva,Male,28,North Korea,PRK,Asia,Surfing,Other,Summer,2000,2008,3,0,0,1,1,0,197,174,91,30.1,30,1,0,0
A005620,Sophia Adenike,Female,33,Armenia,ARM,Europe/Asia,Boxing,Combat,Summer,2012,2024,4,1,0,0,1,0,48,172,57,19.3,32,0,0,1
A005621,Liam García,Male,27,Dominican Republic,DOM,North America,Skateboarding,Urban,Summer,2022,2026,1,0,0,0,0,0,53,172,81,27.4,30,1,0,0
A005622,Jana Müller,Female,19,Norway,NOR,Europe,Rowing,Rowing,Summer,1996,2004,3,0,1,1,2,0,377,169,51,17.9,25,1,0,0
A005623,Sophia Weber,Female,26,Thailand,THA,Asia,Speed Skating,Skating,Winter,2014,2018,2,0,0,0,0,0,376,166,65,23.6,35,1,0,0
A005624,Hugo Tran,Male,26,Lithuania,LTU,Europe,Biathlon,Biathlon,Winter,2002,2014,4,0,1,2,3,0,5,168,81,28.7,32,1,0,0
A005625,Leon Dubois,Male,20,Jamaica,JAM,North America,Football/Soccer,Team Ball,Summer,1996,2000,2,0,1,1,2,0,434,179,77,24.0,39,1,0,0
A005626,Valentina Rossi,Female,27,Australia,AUS,Oceania,Judo,Combat,Summer,2004,2004,1,0,0,0,0,0,54,174,60,19.8,26,1,0,0
A005627,Kai Kim,Male,25,Belarus,BLR,Europe,Volleyball,Team Ball,Summer,2020,2024,2,0,1,0,1,0,361,169,78,27.3,28,0,0,1
A005628,Hugo García,Male,27,Norway,NOR,Europe,Football/Soccer,Team Ball,Summer,2014,2014,1,0,0,0,0,0,37,172,97,32.8,33,1,0,0
A005629,Omar García,Male,45,Poland,POL,Europe,Equestrian,Other,Summer,2004,2008,2,0,1,0,1,0,86,178,61,19.3,23,0,0,0
A005630,Oliver Volkov,Male,27,South Africa,RSA,Africa,Boxing,Combat,Summer,2012,2012,1,0,0,0,0,0,437,176,89,28.7,28,0,0,0
A005631,Aisha Adenike,Female,30,Denmark,DEN,Europe,Sailing,Water,Summer,1996,1996,1,0,0,0,0,0,192,181,56,17.1,16,1,0,0
A005632,Aisha Shaikh,Female,24,Georgia,GEO,Europe/Asia,Basketball,Team Ball,Summer,2004,2004,1,0,1,0,1,0,96,187,74,21.2,35,1,0,0
A005633,Yuki Ngozi,Male,25,Latvia,LAT,Europe,Gymnastics,Gymnastics,Summer,2008,2012,2,0,2,0,2,0,308,159,67,26.5,32,1,0,0
A005634,Yuki Silva,Male,33,Azerbaijan,AZE,Europe/Asia,Badminton,Racquet,Summer,2004,2012,3,1,0,1,2,0,178,196,67,17.4,26,1,0,0
A005635,Hugo Ngozi,Male,24,Belarus,BLR,Europe,Luge,Sliding,Winter,2020,2020,1,0,1,0,1,0,398,185,74,21.6,10,0,0,1
A005636,Sipho Müller,Male,31,Croatia,CRO,Europe,Skateboarding,Urban,Summer,2000,2008,3,0,1,2,3,0,1,174,80,26.4,25,1,0,0
A005637,Astrid Kumar,Female,30,Italy,ITA,Europe,Pentathlon,Multi,Summer,2002,2010,2,1,0,1,2,0,93,166,55,20.0,22,1,0,0
A005638,Fernanda Yıldız,Female,29,Belgium,BEL,Europe,Athletics,Track & Field,Summer,1996,2000,2,0,0,1,1,0,360,168,66,23.4,32,1,0,0
A005639,Takumi Nakamura,Male,24,Slovakia,SVK,Europe,Judo,Combat,Summer,2020,2020,1,0,1,0,1,0,42,180,69,21.3,42,1,0,1
A005640,Arjun Rossi,Male,28,Uganda,UGA,Africa,Archery,Target,Summer,2006,2006,1,0,1,0,1,0,114,188,77,21.8,15,1,0,0
A005641,Leon Volkov,Male,35,Jamaica,JAM,North America,Table Tennis,Racquet,Summer,2000,2012,4,0,0,2,2,0,4,185,66,19.3,14,1,0,0
A005642,Arjun Nakamura,Male,30,South Africa,RSA,Africa,Table Tennis,Racquet,Summer,2010,2018,2,0,0,0,0,0,240,188,89,25.2,27,0,0,0
A005643,Diego Volkov,Male,24,South Africa,RSA,Africa,Cycling,Cycling,Summer,2016,2016,1,0,0,1,1,0,162,191,80,21.9,37,1,0,0
A005644,Amina Yıldız,Female,24,Slovenia,SLO,Europe,Skateboarding,Urban,Summer,1998,2002,1,0,1,1,2,0,11,170,63,21.8,27,1,0,0
A005645,Matteo García,Male,28,Norway,NOR,Europe,Tennis,Racquet,Summer,2012,2016,2,0,0,0,0,0,88,175,84,27.4,23,1,0,0
A005646,Sydney Okonkwo,Female,26,Philippines,PHI,Asia,Biathlon Mixed Relay,Biathlon,Winter,2020,2026,2,0,2,1,3,0,37,169,57,20.0,22,1,0,1
A005647,Yuna Adenike,Female,25,Canada,CAN,North America,Golf,Other,Summer,2006,2010,1,0,0,0,0,0,49,173,74,24.7,45,0,0,0
A005648,Elias Kim,Male,22,Japan,JPN,Asia,Badminton,Racquet,Summer,2018,2018,1,1,0,0,1,0,1,181,84,25.6,34,1,0,0
A005649,Emma Yıldız,Female,27,Latvia,LAT,Europe,Surfing,Other,Summer,2016,2016,1,1,0,0,1,0,4,163,56,21.1,36,1,0,0
A005650,Omar Nakamura,Male,31,North Korea,PRK,Asia,Handball,Team Ball,Summer,2016,2016,1,0,0,1,1,0,89,186,77,22.3,28,1,0,0
A005651,Rafael Adenike,Male,28,Kazakhstan,KAZ,Asia,Sailing,Water,Summer,1992,1992,1,0,1,0,1,0,1,179,85,26.5,20,1,0,0
A005652,Noa Lindqvist,Male,23,Indonesia,INA,Asia,Alpine Skiing,Skiing,Winter,2012,2012,1,0,0,0,0,0,12,172,66,22.3,37,1,0,0
A005653,Megan Ngozi,Female,24,Croatia,CRO,Europe,Water Polo,Aquatics,Summer,2022,2026,1,0,0,0,0,0,445,176,62,20.0,13,1,0,0
A005654,Priya Björk,Female,28,Italy,ITA,Europe,Golf,Other,Summer,1996,2000,2,0,0,0,0,0,1,164,60,22.3,10,1,0,0
A005655,Théo Dubois,Male,24,Iran,IRI,Asia,Luge,Sliding,Winter,2000,2008,2,1,1,2,4,0,8,178,75,23.7,20,1,0,0
A005656,Hassan Ferreira,Male,25,Argentina,ARG,South America,Speed Skating,Skating,Winter,2006,2010,2,1,1,0,2,0,4,182,67,20.2,35,1,0,0
A005657,Olivia Rossi,Female,30,Kazakhstan,KAZ,Asia,Breakdancing,Urban,Summer,2000,2008,3,0,0,0,0,0,355,173,63,21.0,18,1,0,0
A005658,Amara Tran,Male,19,Morocco,MAR,Africa,Freestyle Skiing,Skiing,Winter,2002,2010,3,2,0,1,3,0,8,164,70,26.0,13,1,0,0
A005659,Yuki Kumar,Male,18,Croatia,CRO,Europe,Surfing,Other,Summer,2012,2024,4,0,0,2,2,0,48,192,85,23.1,29,1,0,1
A005660,Marco Ali,Male,31,Italy,ITA,Europe,Freestyle Skiing,Skiing,Winter,2012,2020,2,0,0,0,0,0,174,178,80,25.2,49,0,0,0
A005661,Pietro Björk,Male,31,Turkey,TUR,Europe/Asia,Judo,Combat,Summer,2010,2010,1,0,2,0,2,0,4,166,66,24.0,16,1,0,0
A005662,Arjun Volkov,Male,25,Belgium,BEL,Europe,Short Track,Skating,Winter,2022,2022,1,0,0,0,0,0,1,176,80,25.8,32,0,0,0
A005663,Yuna Zhang,Female,36,Croatia,CRO,Europe,Ice Hockey,Ice Sports,Winter,1994,2002,3,1,1,3,5,0,2,165,70,25.7,26,1,0,0
A005664,James Yıldız,Male,29,Ethiopia,ETH,Africa,Boxing,Combat,Summer,2002,2002,1,0,1,0,1,0,20,175,86,28.1,41,0,0,0
A005665,Elias Okonkwo,Male,27,China,CHN,Asia,Boxing,Combat,Summer,2000,2004,2,0,1,1,2,0,135,178,70,22.1,19,1,0,0
A005666,Hugo Volkov,Male,28,Philippines,PHI,Asia,Hockey (Field),Team Ball,Summer,2012,2024,4,0,2,0,2,0,113,182,69,20.8,15,1,0,1
A005667,Fernanda Adenike,Female,24,Belarus,BLR,Europe,Biathlon Mixed Relay,Biathlon,Winter,2010,2022,4,1,0,3,4,0,104,163,70,26.3,31,1,0,1
A005668,Liam Tran,Male,34,Ukraine,UKR,Europe,Shooting,Shooting,Summer,2004,2004,1,0,0,0,0,0,6,170,89,30.8,36,1,0,0
A005669,Liam Müller,Male,19,Romania,ROU,Europe,Short Track,Skating,Winter,2020,2026,2,0,2,0,2,0,187,185,63,18.4,31,1,0,1
A005670,Léa Petrov,Female,28,France,FRA,Europe,Rowing,Rowing,Summer,2002,2002,1,0,0,1,1,0,385,176,67,21.6,22,1,0,0
A005671,Chloe Hernández,Female,37,South Korea,KOR,Asia,Shooting,Shooting,Summer,2008,2008,1,0,0,1,1,0,26,162,54,20.6,47,1,0,0
A005672,Amara Adenike,Male,32,Denmark,DEN,Europe,Snowboard,Snowboard,Winter,2020,2026,2,0,2,0,2,0,15,169,78,27.3,27,1,0,1
A005673,Pietro Kim,Male,30,Philippines,PHI,Asia,Tennis,Racquet,Summer,2002,2002,1,0,0,0,0,0,202,179,69,21.5,18,0,1,0
A005674,Priya Ngozi,Female,22,Mexico,MEX,North America,Triathlon,Multi,Summer,2012,2024,4,0,3,2,5,0,48,166,63,22.9,29,1,0,1
A005675,Marco García,Male,27,Jamaica,JAM,North America,Archery,Target,Summer,1998,1998,1,0,2,0,2,0,41,181,65,19.8,23,1,0,0
A005676,Hassan Johnson,Male,26,Argentina,ARG,South America,Biathlon,Biathlon,Winter,1998,2010,4,0,1,3,4,1,254,187,63,18.0,34,1,0,0
A005677,Chloe Johnson,Female,21,Denmark,DEN,Europe,Rugby Sevens,Team Ball,Summer,2022,2022,1,0,1,0,1,0,1,166,74,26.9,11,1,0,1
A005678,Ingrid Johnson,Female,30,Ethiopia,ETH,Africa,Hockey (Field),Team Ball,Summer,1996,2008,4,0,0,0,0,0,35,161,63,24.3,12,1,0,0
A005679,Wei Hansen,Male,28,Dominican Republic,DOM,North America,Archery,Target,Summer,2008,2008,1,0,1,1,2,0,23,169,77,27.0,20,1,0,0
A005680,Lukas Ngozi,Male,29,Thailand,THA,Asia,Basketball,Team Ball,Summer,1994,1994,1,0,1,0,1,0,2,213,98,21.6,15,1,0,0
A005681,Amara Kumar,Male,27,North Korea,PRK,Asia,Ice Hockey,Ice Sports,Winter,1992,1992,1,0,0,0,0,0,219,165,79,29.0,18,1,0,0
A005682,Naomi Smith,Female,30,Croatia,CRO,Europe,Wrestling,Combat,Summer,2006,2006,1,0,0,0,0,0,3,167,64,22.9,34,1,0,0
A005683,Adrian Hernández,Male,23,Brazil,BRA,South America,Swimming,Aquatics,Summer,2016,2020,2,1,1,1,3,0,252,184,66,19.5,23,1,0,1
A005684,Sydney Björk,Female,21,Mexico,MEX,North America,Taekwondo,Combat,Summer,2022,2026,1,0,0,0,0,0,348,165,58,21.3,26,1,0,0
A005685,Hana Dubois,Female,21,Czech Republic,CZE,Europe,Rowing,Rowing,Summer,2002,2006,1,2,0,0,2,0,255,174,62,20.5,34,1,0,0
A005686,Megan Ali,Female,26,Morocco,MAR,Africa,Canoe/Kayak,Water,Summer,2018,2018,1,1,0,2,3,1,14,176,68,22.0,32,1,0,0
A005687,Valentina Yıldız,Female,22,Czech Republic,CZE,Europe,Equestrian,Other,Summer,2002,2002,1,0,0,1,1,0,1,156,48,19.7,29,0,0,0
A005688,Léa Martínez,Female,19,Brazil,BRA,South America,Gymnastics,Gymnastics,Summer,2002,2010,2,0,3,0,3,0,350,158,57,22.8,24,1,0,0
A005689,Wei Patel,Male,25,Spain,ESP,Europe,Surfing,Other,Summer,1992,1996,2,0,0,0,0,0,61,175,79,25.8,20,0,0,0
A005690,Kai Nakamura,Male,32,North Korea,PRK,Asia,Athletics,Track & Field,Summer,2000,2008,3,0,0,0,0,0,1,177,69,22.0,27,1,0,0
A005691,Megan Kumar,Female,23,United States,USA,North America,Surfing,Other,Summer,2012,2016,2,1,0,0,1,0,30,158,45,18.0,22,1,0,0
A005692,Amara Sørensen,Male,32,Kenya,KEN,Africa,Snowboard,Snowboard,Winter,2018,2026,3,0,0,1,1,0,64,179,73,22.8,32,1,0,1
A005693,Amara Björk,Male,27,Uzbekistan,UZB,Asia,Bobsled,Sliding,Winter,1994,1994,1,0,0,3,3,0,13,179,95,29.6,27,1,0,0
A005694,Hassan Nakamura,Male,23,Iran,IRI,Asia,Biathlon Mixed Relay,Biathlon,Winter,2002,2010,3,1,0,0,1,0,21,177,81,25.9,22,0,0,0
A005695,Sven Patel,Male,22,India,IND,Asia,Fencing,Combat,Summer,2014,2014,1,0,0,0,0,0,1,184,82,24.2,27,0,0,0
A005696,Hugo Kim,Male,23,Jamaica,JAM,North America,Triathlon,Multi,Summer,2014,2018,1,0,0,0,0,0,1,187,70,20.0,23,0,0,0
A005697,Lukas Adenike,Male,32,Turkey,TUR,Europe/Asia,Weightlifting,Strength,Summer,1992,2004,4,0,0,2,2,0,2,164,93,34.6,17,1,0,0
A005698,Elena Adenike,Female,28,Uzbekistan,UZB,Asia,Archery,Target,Summer,2012,2016,2,0,1,0,1,0,160,161,66,25.5,31,0,0,0
A005699,Erik Dubois,Male,24,France,FRA,Europe,Sport Climbing,Urban,Summer,1998,2006,2,0,1,0,1,0,3,191,73,20.0,48,1,0,0
A005700,Chloe Müller,Female,19,Hungary,HUN,Europe,Table Tennis,Racquet,Summer,2004,2008,2,0,0,1,1,0,11,165,74,27.2,32,1,0,0
A005701,Zara Rossi,Female,26,Uzbekistan,UZB,Asia,Water Polo,Aquatics,Summer,2012,2024,4,2,3,2,7,0,111,166,48,17.4,32,1,0,1
A005702,Astrid Nakamura,Female,27,Azerbaijan,AZE,Europe/Asia,Golf,Other,Summer,2008,2008,1,1,0,1,2,0,213,160,53,20.7,25,1,0,0
A005703,Sipho Tran,Male,20,France,FRA,Europe,Sport Climbing,Urban,Summer,2018,2022,1,0,0,0,0,0,4,174,76,25.1,39,1,0,0
A005704,Noah Volkov,Male,23,Cuba,CUB,North America,Taekwondo,Combat,Summer,2016,2020,2,0,1,1,2,0,386,179,70,21.8,31,1,0,1
A005705,Emma Tran,Female,27,Croatia,CRO,Europe,Handball,Team Ball,Summer,1996,2008,4,0,2,1,3,0,494,163,60,22.6,20,1,0,0
A005706,Sven Okonkwo,Male,28,Turkey,TUR,Europe/Asia,Wrestling,Combat,Summer,2000,2012,4,3,1,2,6,0,6,176,81,26.1,24,1,0,0
A005707,Hassan Kumar,Male,32,Brazil,BRA,South America,Speed Skating,Skating,Winter,2004,2012,2,0,0,0,0,0,255,180,84,25.9,34,1,0,0
A005708,Amara Ferreira,Male,29,Netherlands,NED,Europe,Badminton,Racquet,Summer,2018,2018,1,2,0,0,2,0,65,180,63,19.4,28,1,0,0
A005709,Marco Martínez,Male,33,Japan,JPN,Asia,Nordic Combined,Skiing,Winter,2008,2008,1,1,0,1,2,0,491,176,70,22.6,10,1,0,0
A005710,Yuna Martínez,Female,31,Dominican Republic,DOM,North America,Swimming,Aquatics,Summer,2008,2012,2,0,0,0,0,0,306,179,59,18.4,37,1,0,0
A005711,Elena Kim,Female,26,Kazakhstan,KAZ,Asia,Triathlon,Multi,Summer,1992,1992,1,0,0,0,0,0,34,166,68,24.7,42,1,0,0
A005712,Alinta Weber,Female,19,Ukraine,UKR,Europe,Rugby Sevens,Team Ball,Summer,2008,2012,2,0,0,1,1,0,96,166,70,25.4,13,1,0,0
A005713,Diego Johnson,Male,27,Sweden,SWE,Europe,Canoe/Kayak,Water,Summer,2000,2000,1,0,0,0,0,0,355,180,74,22.8,35,1,0,0
A005714,Elias Adenike,Male,40,Morocco,MAR,Africa,Shooting,Shooting,Summer,2008,2012,2,0,1,0,1,0,208,174,87,28.7,32,1,0,0
A005715,Naomi Björk,Female,30,France,FRA,Europe,Speed Skating,Skating,Winter,2012,2020,2,0,1,0,1,0,292,171,67,22.9,33,1,0,1
A005716,Kai Osei,Male,23,United States,USA,North America,Pentathlon,Multi,Summer,2002,2006,1,0,0,0,0,0,17,176,75,24.2,43,1,0,0
A005717,Megan Dubois,Female,34,China,CHN,Asia,Water Polo,Aquatics,Summer,1998,2002,1,0,1,0,1,0,205,170,59,20.4,30,1,0,0
A005718,Sven Kim,Male,25,Ukraine,UKR,Europe,Pentathlon,Multi,Summer,2010,2014,1,0,1,0,1,0,49,172,88,29.7,34,1,0,0
A005719,Carlos Shaikh,Male,22,Philippines,PHI,Asia,Fencing,Combat,Summer,1996,2000,2,1,1,0,2,0,127,182,69,20.8,24,1,0,0
A005720,Noa Martínez,Male,29,Georgia,GEO,Europe/Asia,Table Tennis,Racquet,Summer,2012,2012,1,0,0,0,0,0,451,181,62,18.9,33,0,0,0
A005721,Zara Tran,Female,28,Hungary,HUN,Europe,Weightlifting,Strength,Summer,2004,2012,3,0,3,1,4,0,474,171,68,23.3,39,1,0,0
A005722,Arjun Tran,Male,21,Poland,POL,Europe,Gymnastics,Gymnastics,Summer,2018,2026,2,0,0,1,1,0,28,170,54,18.7,24,1,0,1
A005723,Megan Lindqvist,Female,38,South Africa,RSA,Africa,Biathlon Mixed Relay,Biathlon,Winter,1994,2002,3,0,4,0,4,0,199,170,68,23.5,20,1,0,0
A005724,Leon Hansen,Male,23,Cuba,CUB,North America,Wrestling,Combat,Summer,2004,2004,1,0,0,0,0,0,402,173,63,21.0,19,1,0,0
A005725,Naomi Ali,Female,31,Philippines,PHI,Asia,Weightlifting,Strength,Summer,2008,2008,1,0,0,0,0,0,316,161,61,23.5,20,1,0,0
A005726,Théo Hansen,Male,26,Spain,ESP,Europe,Volleyball,Team Ball,Summer,2010,2014,1,0,0,0,0,0,282,167,74,26.5,26,1,0,0
A005727,Elias Zhang,Male,22,Sweden,SWE,Europe,Tennis,Racquet,Summer,1996,1996,1,0,0,1,1,0,2,186,72,20.8,29,0,0,0
A005728,Matteo Ngozi,Male,28,Colombia,COL,South America,Rugby Sevens,Team Ball,Summer,1998,2002,1,0,0,0,0,0,85,179,77,24.0,20,1,0,0
A005729,Jade Shaikh,Female,23,Belgium,BEL,Europe,Boxing,Combat,Summer,1994,2002,2,2,2,1,5,0,20,152,47,20.3,35,1,0,0
A005730,James Zhang,Male,29,Estonia,EST,Europe,Triathlon,Multi,Summer,2000,2004,2,2,0,1,3,0,335,189,72,20.2,31,1,0,0
A005731,Wei Björk,Male,32,Ethiopia,ETH,Africa,Sport Climbing,Urban,Summer,1992,1996,2,2,2,0,4,0,9,175,75,24.5,29,1,0,0
A005732,Rafael Kim,Male,25,Spain,ESP,Europe,Archery,Target,Summer,2006,2006,1,1,0,0,1,0,231,180,72,22.2,20,1,0,0
A005733,Matteo Dubois,Male,21,Germany,GER,Europe,Luge,Sliding,Winter,2002,2002,1,0,0,0,0,0,262,182,76,22.9,39,1,0,0
A005734,Hassan Ferreira,Male,23,Lithuania,LTU,Europe,Nordic Combined,Skiing,Winter,2010,2010,1,0,0,1,1,0,77,191,77,21.1,33,1,0,0
A005735,Théo Kim,Male,26,Spain,ESP,Europe,Golf,Other,Summer,1998,1998,1,0,0,0,0,0,14,177,80,25.5,41,1,0,0
A005736,Nia Ngozi,Female,26,Latvia,LAT,Europe,Swimming,Aquatics,Summer,2020,2026,2,0,2,2,4,0,380,172,79,26.7,26,1,0,1
A005737,Pietro Hernández,Male,27,Japan,JPN,Asia,Rowing,Rowing,Summer,2012,2012,1,0,0,2,2,0,56,184,84,24.8,26,1,0,0
A005738,Jade Zhang,Female,20,New Zealand,NZL,Oceania,Archery,Target,Summer,2010,2010,1,0,0,0,0,0,187,158,68,27.2,33,1,0,0
A005739,Chloe Sørensen,Female,31,South Africa,RSA,Africa,Diving,Aquatics,Summer,2010,2014,1,0,0,0,0,0,191,182,69,20.8,44,1,0,0
A005740,Olivia Yıldız,Female,21,Slovenia,SLO,Europe,Football/Soccer,Team Ball,Summer,2006,2010,1,0,0,0,0,0,418,180,70,21.6,15,1,0,0
A005741,Fernanda Okonkwo,Female,23,Morocco,MAR,Africa,Cycling,Cycling,Summer,2020,2024,2,1,0,1,2,0,18,164,53,19.7,26,1,0,1
A005742,Carlos Ali,Male,28,Georgia,GEO,Europe/Asia,Judo,Combat,Summer,2012,2012,1,0,1,0,1,0,2,176,79,25.5,14,0,0,0
A005743,Léa Zhang,Female,28,Estonia,EST,Europe,Canoe/Kayak,Water,Summer,2010,2014,1,2,2,1,5,0,81,150,69,30.7,30,1,0,0
A005744,Megan García,Female,30,Germany,GER,Europe,Boxing,Combat,Summer,2006,2006,1,0,0,0,0,0,262,176,55,17.8,40,1,0,0
A005745,Hana Ngozi,Female,27,Bahrain,BRN,Asia,Canoe/Kayak,Water,Summer,2018,2026,2,1,1,1,3,0,79,155,60,25.0,11,1,0,1
A005746,Adaeze Martínez,Female,33,Cuba,CUB,North America,Equestrian,Other,Summer,2016,2024,3,0,1,0,1,0,10,173,54,18.0,36,1,0,1
A005747,James Sørensen,Male,26,Thailand,THA,Asia,Ice Hockey,Ice Sports,Winter,1994,2002,3,0,2,0,2,0,420,183,77,23.0,30,1,0,0
A005748,Omar Adenike,Male,23,Austria,AUT,Europe,Sport Climbing,Urban,Summer,2016,2020,2,0,1,0,1,0,123,166,79,28.7,25,1,0,1
A005749,Nia Ngozi,Female,30,Morocco,MAR,Africa,Sailing,Water,Summer,2000,2000,1,0,0,0,0,0,69,174,58,19.2,37,0,0,0
A005750,Adaeze Martínez,Female,30,South Korea,KOR,Asia,Diving,Aquatics,Summer,2008,2012,2,0,0,2,2,0,98,150,71,31.6,29,1,0,0
A005751,Matteo Patel,Male,31,Romania,ROU,Europe,Luge,Sliding,Winter,2018,2022,2,0,0,1,1,0,177,164,80,29.7,32,1,0,1
A005752,James Björk,Male,17,Austria,AUT,Europe,Gymnastics,Gymnastics,Summer,2006,2010,1,0,0,0,0,0,22,171,65,22.2,25,1,0,0
A005753,Jakub Okonkwo,Male,19,Hungary,HUN,Europe,Gymnastics,Gymnastics,Summer,2006,2006,1,0,0,0,0,0,161,167,65,23.3,28,1,0,0
A005754,Wei Osei,Male,25,Mongolia,MGL,Asia,Pentathlon,Multi,Summer,2022,2022,1,0,0,0,0,0,222,191,63,17.3,21,0,0,0
A005755,Noah Weber,Male,31,Mexico,MEX,North America,Table Tennis,Racquet,Summer,2022,2026,1,0,0,0,0,0,40,191,67,18.4,17,1,0,0
A005756,Diego Adenike,Male,29,Croatia,CRO,Europe,Ice Hockey,Ice Sports,Winter,2016,2020,1,0,0,0,0,0,6,176,84,27.1,20,0,0,0
A005757,Nia Björk,Female,24,Sweden,SWE,Europe,Speed Skating,Skating,Winter,2016,2016,1,1,1,0,2,0,87,155,61,25.4,34,1,0,0
A005758,Megan Shaikh,Female,34,Denmark,DEN,Europe,Judo,Combat,Summer,1998,1998,1,1,0,0,1,0,143,167,55,19.7,34,1,0,0
A005759,Nia Okonkwo,Female,28,Finland,FIN,Europe,Biathlon Mixed Relay,Biathlon,Winter,1994,2002,3,1,0,0,1,0,254,158,69,27.6,25,0,0,0
A005760,Pietro García,Male,26,North Korea,PRK,Asia,Biathlon Mixed Relay,Biathlon,Winter,1996,1996,1,0,0,1,1,0,5,177,69,22.0,24,1,0,0
A005761,Oliver Silva,Male,25,Azerbaijan,AZE,Europe/Asia,Pentathlon,Multi,Summer,2000,2000,1,0,0,0,0,0,211,176,99,32.0,27,1,0,0
A005762,Elena Yıldız,Female,29,Estonia,EST,Europe,Water Polo,Aquatics,Summer,2008,2012,2,1,0,1,2,0,263,157,61,24.7,32,1,0,0
A005763,Léa Ali,Female,41,Bahrain,BRN,Asia,Equestrian,Other,Summer,2000,2004,2,0,1,0,1,0,218,162,57,21.7,26,0,0,0
A005764,Fernanda Nakamura,Female,25,Morocco,MAR,Africa,Cycling,Cycling,Summer,2006,2010,1,0,1,0,1,0,24,169,64,22.4,32,1,0,0
A005765,Anita Nakamura,Female,29,Norway,NOR,Europe,Athletics,Track & Field,Summer,2006,2014,2,0,3,0,3,0,176,169,69,24.2,22,1,0,0
A005766,Alinta Ngozi,Female,21,Great Britain,GBR,Europe,Wrestling,Combat,Summer,2016,2024,3,1,0,2,3,0,24,165,73,26.8,18,1,0,1
A005767,Valentina Müller,Female,25,Croatia,CRO,Europe,Hockey (Field),Team Ball,Summer,2014,2018,1,1,0,1,2,0,47,164,59,21.9,31,1,0,0
A005768,Noah Kim,Male,26,Kazakhstan,KAZ,Asia,Golf,Other,Summer,2020,2024,2,0,1,1,2,0,153,177,79,25.2,31,1,0,1
A005769,Olivia Björk,Female,29,Bahrain,BRN,Asia,Boxing,Combat,Summer,2008,2008,1,0,0,0,0,0,25,161,71,27.4,27,1,0,0
A005770,Diego Osei,Male,22,Jamaica,JAM,North America,Pentathlon,Multi,Summer,2006,2006,1,0,0,0,0,0,14,176,89,28.7,16,1,0,0
A005771,Wei Smith,Male,17,Uzbekistan,UZB,Asia,Figure Skating,Skating,Winter,2002,2002,1,0,0,2,2,0,16,179,73,22.8,22,1,0,0
A005772,Hassan Tran,Male,31,Italy,ITA,Europe,Fencing,Combat,Summer,2002,2002,1,1,0,1,2,0,63,163,71,26.7,27,1,0,0
A005773,Elena Okonkwo,Female,24,Netherlands,NED,Europe,Golf,Other,Summer,2002,2002,1,0,0,0,0,0,264,173,60,20.0,23,0,0,0
A005774,Matteo Okonkwo,Male,34,Austria,AUT,Europe,Sailing,Water,Summer,1992,1996,2,1,0,2,3,0,51,165,69,25.3,28,1,0,0
