race_id,season,circuit_id,lap_number,driver,lap_time_s,sector1_s,sector2_s,sector3_s,tyre_compound,tyre_age_laps,drs_active,speed_trap_kmh,is_pit_lap
R00041,2012,spain,41,Max Verstappen,78.557,22.023,29.888,26.646,Soft,16,1,313.0,0
R00041,2012,spain,46,Max Verstappen,78.927,22.093,30.103,26.731,Soft,21,1,305.3,0
R00041,2012,spain,51,Max Verstappen,76.674,21.4,29.102,26.172,Soft,1,1,333.9,0
R00041,2012,spain,56,Max Verstappen,77.48,21.758,29.537,26.185,Soft,6,1,329.4,0
R00041,2012,spain,61,Max Verstappen,78.071,21.893,29.611,26.567,Soft,11,1,328.9,0
R00041,2012,spain,66,Max Verstappen,78.451,21.992,29.77,26.689,Soft,16,1,344.0,0
R00054,2012,abu_dhabi,1,Lando Norris,75.612,21.13,28.697,25.785,Hard,1,0,332.8,0
R00054,2012,abu_dhabi,6,Lando Norris,76.351,21.332,28.992,26.027,Hard,6,1,328.8,0
R00054,2012,abu_dhabi,11,Lando Norris,76.988,21.599,29.381,26.008,Hard,11,1,331.3,0
R00054,2012,abu_dhabi,16,Lando Norris,77.5,21.703,29.496,26.301,Hard,16,1,356.0,0
R00054,2012,abu_dhabi,21,Lando Norris,78.112,21.81,29.714,26.588,Hard,21,1,336.2,0
R00054,2012,abu_dhabi,26,Lando Norris,75.947,21.291,29.008,25.648,Hard,1,1,345.7,0
R00054,2012,abu_dhabi,31,Lando Norris,76.413,21.327,29.121,25.965,Hard,6,1,323.8,0
R00054,2012,abu_dhabi,36,Lando Norris,76.943,21.559,29.278,26.106,Hard,11,1,324.2,0
R00054,2012,abu_dhabi,41,Lando Norris,77.704,21.8,29.525,26.379,Hard,16,1,320.2,0
R00054,2012,abu_dhabi,46,Lando Norris,78.25,21.943,29.794,26.513,Hard,21,1,333.9,0
R00054,2012,abu_dhabi,51,Lando Norris,76.058,21.327,28.905,25.826,Hard,1,1,319.7,0
R00054,2012,abu_dhabi,56,Lando Norris,76.236,21.244,28.93,26.062,Hard,6,1,349.5,0
R00004,2010,bahrain,1,Charles Leclerc,78.557,21.95,29.876,26.731,Hard,1,0,334.2,0
R00004,2010,bahrain,6,Charles Leclerc,79.354,22.202,30.197,26.955,Hard,6,1,318.1,0
R00004,2010,bahrain,11,Charles Leclerc,79.628,22.396,30.298,26.934,Hard,11,1,310.5,0
R00004,2010,bahrain,16,Charles Leclerc,80.285,22.46,30.466,27.359,Hard,16,1,330.9,0
R00004,2010,bahrain,21,Charles Leclerc,80.864,22.584,30.643,27.637,Hard,21,1,323.7,0
R00004,2010,bahrain,26,Charles Leclerc,78.811,22.073,29.995,26.743,Hard,1,1,305.7,0
R00004,2010,bahrain,31,Charles Leclerc,79.171,22.177,30.128,26.866,Hard,6,1,339.9,0
R00004,2010,bahrain,36,Charles Leclerc,79.912,22.319,30.306,27.287,Hard,11,1,317.8,0
R00004,2010,bahrain,41,Charles Leclerc,80.53,22.636,30.6,27.294,Hard,16,1,331.9,0
R00004,2010,bahrain,46,Charles Leclerc,81.219,22.724,30.887,27.608,Hard,21,1,316.8,0
R00004,2010,bahrain,51,Charles Leclerc,78.621,22.111,30.009,26.501,Hard,1,1,331.2,0
R00004,2010,bahrain,56,Charles Leclerc,79.258,22.151,30.048,27.059,Hard,6,1,313.0,0
R00043,2012,canada,1,Esteban Ocon,66.91,18.779,25.376,22.755,Hard,1,0,339.1,0
R00043,2012,canada,6,Esteban Ocon,67.272,18.906,25.499,22.867,Hard,6,1,316.6,0
R00043,2012,canada,11,Esteban Ocon,68.071,19.106,25.93,23.035,Hard,11,1,350.5,0
R00043,2012,canada,16,Esteban Ocon,68.319,19.069,25.953,23.297,Hard,16,1,344.6,0
R00043,2012,canada,21,Esteban Ocon,68.982,19.297,26.181,23.504,Hard,21,1,335.4,0
R00043,2012,canada,26,Esteban Ocon,67.169,18.783,25.539,22.847,Hard,1,1,337.1,0
R00043,2012,canada,31,Esteban Ocon,67.643,18.925,25.813,22.905,Hard,6,1,348.6,0
R00043,2012,canada,36,Esteban Ocon,67.841,18.923,25.853,23.065,Hard,11,1,347.9,0
R00043,2012,canada,41,Esteban Ocon,68.435,19.235,26.107,23.093,Hard,16,1,323.7,0
R00043,2012,canada,46,Esteban Ocon,68.893,19.306,26.171,23.416,Hard,21,1,338.4,0
R00043,2012,canada,51,Esteban Ocon,67.194,18.878,25.559,22.757,Hard,1,1,322.2,0
R00043,2012,canada,56,Esteban Ocon,67.392,18.9,25.649,22.843,Hard,6,1,339.2,0
R00043,2012,canada,61,Esteban Ocon,67.951,19.036,25.704,23.211,Hard,11,1,338.5,0
R00043,2012,canada,66,Esteban Ocon,68.592,19.174,26.05,23.368,Hard,16,1,321.7,0
R00217,2021,austria,1,Max Verstappen,77.889,21.749,29.577,26.563,Soft,1,0,330.4,0
R00217,2021,austria,6,Max Verstappen,78.095,21.964,29.73,26.401,Soft,6,1,348.0,0
R00217,2021,austria,11,Max Verstappen,78.994,22.087,30.026,26.881,Soft,11,1,342.3,0
R00217,2021,austria,16,Max Verstappen,79.274,22.254,30.16,26.86,Soft,16,1,318.6,0
R00217,2021,austria,21,Max Verstappen,79.769,22.373,30.275,27.121,Soft,21,1,335.8,0
R00217,2021,austria,26,Max Verstappen,77.988,21.798,29.671,26.519,Soft,1,1,338.8,0
R00217,2021,austria,31,Max Verstappen,78.309,21.973,29.845,26.491,Soft,6,1,327.4,0
R00217,2021,austria,36,Max Verstappen,79.184,22.134,30.014,27.036,Soft,11,1,324.9,0
R00217,2021,austria,41,Max Verstappen,79.324,22.223,30.172,26.929,Soft,16,1,329.6,0
R00217,2021,austria,46,Max Verstappen,80.083,22.51,30.375,27.198,Soft,21,1,323.4,1
R00217,2021,austria,51,Max Verstappen,77.728,21.738,29.525,26.465,Soft,1,1,307.2,0
R00217,2021,austria,56,Max Verstappen,78.201,21.863,29.685,26.653,Soft,6,1,321.7,0
R00217,2021,austria,61,Max Verstappen,78.82,21.99,29.945,26.885,Soft,11,1,322.5,0
R00217,2021,austria,66,Max Verstappen,79.23,22.205,30.194,26.831,Soft,16,1,318.9,0
R00217,2021,austria,71,Max Verstappen,79.796,22.319,30.386,27.091,Soft,21,1,313.6,0
R00171,2019,monaco,1,Lewis Hamilton,85.545,23.982,32.494,29.069,Soft,1,0,344.6,0
R00171,2019,monaco,6,Lewis Hamilton,86.076,24.125,32.731,29.22,Soft,6,1,327.2,0
R00171,2019,monaco,11,Lewis Hamilton,86.78,24.342,32.929,29.509,Soft,11,1,332.5,0
R00171,2019,monaco,16,Lewis Hamilton,87.107,24.393,33.104,29.61,Soft,16,1,335.0,0
R00171,2019,monaco,21,Lewis Hamilton,87.758,24.564,33.329,29.865,Soft,21,1,320.1,0
R00171,2019,monaco,26,Lewis Hamilton,85.282,23.902,32.418,28.962,Soft,1,1,323.0,0
R00171,2019,monaco,31,Lewis Hamilton,85.943,24.034,32.656,29.253,Soft,6,1,307.9,0
R00171,2019,monaco,36,Lewis Hamilton,86.345,24.102,32.784,29.459,Medium,11,1,336.7,0
R00171,2019,monaco,41,Lewis Hamilton,87.31,24.496,33.12,29.694,Medium,16,1,351.8,0
R00171,2019,monaco,46,Lewis Hamilton,88.065,24.675,33.539,29.851,Medium,21,1,337.9,0
R00171,2019,monaco,51,Lewis Hamilton,85.287,23.907,32.492,28.888,Medium,1,1,352.7,0
R00171,2019,monaco,56,Lewis Hamilton,85.865,23.967,32.618,29.28,Medium,6,1,342.4,0
R00171,2019,monaco,61,Lewis Hamilton,86.83,24.247,32.937,29.646,Medium,11,1,335.9,0
R00171,2019,monaco,66,Lewis Hamilton,87.464,24.473,33.244,29.747,Medium,16,1,323.8,0
R00171,2019,monaco,71,Lewis Hamilton,87.986,24.643,33.412,29.931,Medium,21,1,334.5,0
R00171,2019,monaco,76,Lewis Hamilton,85.498,23.937,32.566,28.995,Medium,1,1,325.4,0
R00212,2021,bahrain,1,Lewis Hamilton,76.757,21.512,29.191,26.054,Soft,1,0,321.8,0
R00212,2021,bahrain,6,Lewis Hamilton,76.891,21.494,29.115,26.282,Soft,6,1,341.1,0
R00212,2021,bahrain,11,Lewis Hamilton,77.566,21.764,29.463,26.339,Soft,11,1,330.7,0
R00212,2021,bahrain,16,Lewis Hamilton,78.408,21.929,29.776,26.703,Soft,16,1,345.9,0
R00212,2021,bahrain,21,Lewis Hamilton,78.663,22.125,29.954,26.584,Soft,21,1,328.9,0
R00212,2021,bahrain,26,Lewis Hamilton,76.288,21.308,28.972,26.008,Soft,1,1,336.6,0
R00212,2021,bahrain,31,Lewis Hamilton,77.21,21.624,29.318,26.268,Soft,6,1,317.3,0
R00212,2021,bahrain,36,Lewis Hamilton,77.899,21.826,29.596,26.477,Soft,11,1,317.8,0
R00212,2021,bahrain,41,Lewis Hamilton,78.236,21.889,29.723,26.624,Soft,16,1,343.0,0
R00212,2021,bahrain,46,Lewis Hamilton,79.01,22.078,29.989,26.943,Soft,21,1,316.5,0
R00212,2021,bahrain,51,Lewis Hamilton,76.645,21.499,29.202,25.944,Soft,1,1,311.4,0
R00212,2021,bahrain,56,Lewis Hamilton,76.798,21.483,29.153,26.162,Soft,6,1,327.9,0
R00129,2017,bahrain,1,Lewis Hamilton,85.356,23.837,32.422,29.097,Hard,1,0,325.3,0
R00129,2017,bahrain,6,Lewis Hamilton,85.852,24.081,32.669,29.102,Hard,6,1,333.9,0
R00129,2017,bahrain,11,Lewis Hamilton,86.685,24.286,33.02,29.379,Hard,11,1,327.2,0
R00129,2017,bahrain,16,Lewis Hamilton,87.274,24.384,33.199,29.691,Hard,16,1,317.8,0
R00129,2017,bahrain,21,Lewis Hamilton,87.625,24.539,33.313,29.773,Hard,21,1,335.4,0
R00129,2017,bahrain,26,Lewis Hamilton,85.196,23.84,32.417,28.939,Medium,1,1,312.4,0
R00129,2017,bahrain,31,Lewis Hamilton,85.702,24.037,32.508,29.157,Medium,6,1,347.3,0
R00129,2017,bahrain,36,Lewis Hamilton,86.541,24.285,32.999,29.257,Medium,11,1,316.1,0
R00129,2017,bahrain,41,Lewis Hamilton,87.221,24.453,33.165,29.603,Medium,16,1,311.0,0
R00129,2017,bahrain,46,Lewis Hamilton,87.881,24.595,33.327,29.959,Medium,21,1,313.0,0
R00129,2017,bahrain,51,Lewis Hamilton,84.685,23.728,32.208,28.749,Medium,1,1,342.3,0
R00129,2017,bahrain,56,Lewis Hamilton,85.796,24.0,32.568,29.228,Medium,6,1,313.7,0
R00264,2023,spa,1,Max Verstappen,81.767,22.948,31.122,27.697,Intermediate,1,0,327.1,0
R00264,2023,spa,6,Max Verstappen,82.763,23.185,31.482,28.096,Intermediate,6,0,310.7,0
R00264,2023,spa,11,Max Verstappen,83.044,23.248,31.548,28.248,Intermediate,11,0,353.2,0
R00264,2023,spa,16,Max Verstappen,83.743,23.459,31.848,28.436,Intermediate,16,0,324.6,0
R00264,2023,spa,21,Max Verstappen,84.214,23.589,31.976,28.649,Hard,21,0,333.9,0
R00264,2023,spa,26,Max Verstappen,81.85,22.918,30.977,27.955,Hard,1,0,320.1,0
R00264,2023,spa,31,Max Verstappen,82.639,23.152,31.446,28.041,Hard,6,0,333.1,0
R00264,2023,spa,36,Max Verstappen,83.064,23.182,31.548,28.334,Hard,11,0,360.0,0
R00264,2023,spa,41,Max Verstappen,83.81,23.495,31.801,28.514,Hard,16,0,346.2,0
R00318,2025,mexico,1,Charles Leclerc,77.291,21.628,29.26,26.403,Medium,1,0,352.7,0
R00318,2025,mexico,6,Charles Leclerc,77.865,21.809,29.568,26.488,Medium,6,1,350.8,0
R00318,2025,mexico,11,Charles Leclerc,78.814,22.058,30.008,26.748,Medium,11,1,335.2,0
R00318,2025,mexico,16,Charles Leclerc,79.282,22.157,30.079,27.046,Medium,16,1,329.4,0
R00318,2025,mexico,21,Charles Leclerc,79.984,22.405,30.455,27.124,Medium,21,1,320.2,0
R00318,2025,mexico,26,Charles Leclerc,77.504,21.703,29.438,26.363,Medium,1,1,334.8,0
R00318,2025,mexico,31,Charles Leclerc,78.212,21.902,29.804,26.506,Soft,6,1,331.1,0
R00318,2025,mexico,36,Charles Leclerc,78.443,21.944,29.765,26.734,Soft,11,1,328.8,0
R00318,2025,mexico,41,Charles Leclerc,79.348,22.205,30.101,27.042,Soft,16,1,327.5,0
R00318,2025,mexico,46,Charles Leclerc,79.825,22.393,30.311,27.121,Soft,21,1,320.8,1
R00318,2025,mexico,51,Charles Leclerc,77.532,21.723,29.479,26.33,Soft,1,1,324.5,0
R00318,2025,mexico,56,Charles Leclerc,78.154,21.859,29.701,26.594,Soft,6,1,343.1,0
R00318,2025,mexico,61,Charles Leclerc,78.842,22.055,30.002,26.785,Soft,11,1,333.5,0
R00318,2025,mexico,66,Charles Leclerc,78.961,22.145,29.993,26.823,Soft,16,1,323.5,0
R00318,2025,mexico,71,Charles Leclerc,79.651,22.276,30.251,27.124,Soft,21,1,330.1,0
R00057,2013,bahrain,1,Max Verstappen,78.211,21.908,29.725,26.578,Hard,1,0,313.8,0
R00057,2013,bahrain,6,Max Verstappen,78.498,21.947,29.791,26.76,Hard,6,1,336.8,0
R00057,2013,bahrain,11,Max Verstappen,79.107,22.124,30.132,26.851,Hard,11,1,319.7,0
R00057,2013,bahrain,16,Max Verstappen,79.69,22.358,30.264,27.068,Hard,16,1,309.3,0
R00057,2013,bahrain,21,Max Verstappen,80.187,22.413,30.54,27.234,Hard,21,1,331.8,0
R00057,2013,bahrain,26,Max Verstappen,78.283,21.89,29.861,26.532,Hard,1,1,321.5,0
R00057,2013,bahrain,31,Max Verstappen,78.254,21.827,29.719,26.708,Hard,6,1,333.8,0
R00057,2013,bahrain,36,Max Verstappen,79.156,22.13,29.991,27.035,Hard,11,1,323.0,0
R00057,2013,bahrain,41,Max Verstappen,79.468,22.256,30.216,26.996,Hard,16,1,328.4,0
R00057,2013,bahrain,46,Max Verstappen,79.907,22.406,30.297,27.204,Hard,21,1,332.6,0
R00057,2013,bahrain,51,Max Verstappen,77.968,21.785,29.565,26.618,Hard,1,1,316.6,0
R00057,2013,bahrain,56,Max Verstappen,78.384,22.004,29.751,26.629,Hard,6,1,339.7,0
R00205,2020,cota,1,Lewis Hamilton,79.081,22.136,30.046,26.899,Soft,1,0,346.6,0
R00205,2020,cota,6,Lewis Hamilton,79.841,22.258,30.354,27.229,Soft,6,1,348.0,0
R00205,2020,cota,11,Lewis Hamilton,80.4,22.445,30.577,27.378,Soft,11,1,329.9,0
R00205,2020,cota,16,Lewis Hamilton,80.763,22.593,30.704,27.466,Soft,16,1,328.6,0
R00205,2020,cota,21,Lewis Hamilton,81.623,22.886,31.02,27.717,Soft,21,1,328.8,0
R00205,2020,cota,26,Lewis Hamilton,78.993,22.189,30.048,26.756,Hard,1,1,327.9,0
R00205,2020,cota,31,Lewis Hamilton,79.744,22.367,30.319,27.058,Hard,6,1,316.0,0
R00205,2020,cota,36,Lewis Hamilton,80.643,22.643,30.606,27.394,Hard,11,1,324.6,1
R00205,2020,cota,41,Lewis Hamilton,81.169,22.73,30.729,27.71,Hard,16,1,328.0,0
R00205,2020,cota,46,Lewis Hamilton,81.761,22.879,31.002,27.88,Hard,21,1,324.7,0
R00205,2020,cota,51,Lewis Hamilton,79.156,22.204,30.128,26.824,Hard,1,1,333.8,0
R00205,2020,cota,56,Lewis Hamilton,79.704,22.295,30.258,27.151,Hard,6,1,329.7,0
R00179,2019,monza,1,Lewis Hamilton,81.782,22.934,31.099,27.749,Intermediate,1,0,333.9,0
R00179,2019,monza,6,Lewis Hamilton,82.183,23.022,31.355,27.806,Intermediate,6,0,309.3,0
R00179,2019,monza,11,Lewis Hamilton,83.2,23.308,31.553,28.339,Intermediate,11,0,335.1,0
R00179,2019,monza,16,Lewis Hamilton,83.675,23.418,31.79,28.467,Intermediate,16,0,342.7,0
R00179,2019,monza,21,Lewis Hamilton,84.266,23.521,32.074,28.671,Intermediate,21,0,329.7,0
R00179,2019,monza,26,Lewis Hamilton,81.791,22.943,31.025,27.823,Hard,1,0,342.5,0
R00179,2019,monza,31,Lewis Hamilton,82.25,23.039,31.198,28.013,Hard,6,0,322.7,0
R00179,2019,monza,36,Lewis Hamilton,83.011,23.326,31.528,28.157,Hard,11,0,340.5,0
R00179,2019,monza,41,Lewis Hamilton,83.428,23.398,31.73,28.3,Hard,16,0,323.1,0
R00179,2019,monza,46,Lewis Hamilton,84.413,23.65,32.135,28.628,Hard,21,0,322.9,0
R00179,2019,monza,51,Lewis Hamilton,81.979,22.918,31.258,27.803,Hard,1,0,320.6,0
R00209,2020,abu_dhabi,1,Lewis Hamilton,82.431,23.02,31.316,28.095,Soft,1,0,325.1,0
R00209,2020,abu_dhabi,6,Lewis Hamilton,82.904,23.11,31.448,28.346,Soft,6,1,334.9,0
R00209,2020,abu_dhabi,11,Lewis Hamilton,83.762,23.37,31.837,28.555,Soft,11,1,339.3,0
R00209,2020,abu_dhabi,16,Lewis Hamilton,84.571,23.643,32.236,28.692,Soft,16,1,332.1,0
R00209,2020,abu_dhabi,21,Lewis Hamilton,84.881,23.776,32.351,28.754,Soft,21,1,334.1,0
R00209,2020,abu_dhabi,26,Lewis Hamilton,82.427,23.088,31.314,28.025,Hard,1,1,339.3,0
R00209,2020,abu_dhabi,31,Lewis Hamilton,83.038,23.202,31.592,28.244,Hard,6,1,312.3,0
R00209,2020,abu_dhabi,36,Lewis Hamilton,83.764,23.429,31.817,28.518,Hard,11,1,336.1,0
R00209,2020,abu_dhabi,41,Lewis Hamilton,84.448,23.69,32.073,28.685,Hard,16,1,341.7,0
R00209,2020,abu_dhabi,46,Lewis Hamilton,84.774,23.738,32.154,28.882,Hard,21,1,307.3,0
R00209,2020,abu_dhabi,51,Lewis Hamilton,82.182,22.95,31.272,27.96,Hard,1,1,339.3,0
R00209,2020,abu_dhabi,56,Lewis Hamilton,82.986,23.275,31.454,28.257,Hard,6,1,339.9,0
R00015,2010,bahrain,1,Lando Norris,76.37,21.436,29.102,25.832,Soft,1,0,329.4,0
R00015,2010,bahrain,6,Lando Norris,76.644,21.511,29.149,25.984,Soft,6,1,325.0,0
R00015,2010,bahrain,11,Lando Norris,77.187,21.572,29.356,26.259,Soft,11,1,321.2,0
R00015,2010,bahrain,16,Lando Norris,77.914,21.84,29.582,26.492,Soft,16,1,329.2,0
R00015,2010,bahrain,21,Lando Norris,78.292,21.878,29.751,26.663,Soft,21,1,336.3,0
R00015,2010,bahrain,26,Lando Norris,76.338,21.365,29.002,25.971,Hard,1,1,324.2,0
R00015,2010,bahrain,31,Lando Norris,76.644,21.459,29.014,26.171,Hard,6,1,342.9,0
R00015,2010,bahrain,36,Lando Norris,77.305,21.579,29.433,26.293,Hard,11,1,334.5,0
R00015,2010,bahrain,41,Lando Norris,77.929,21.796,29.627,26.506,Hard,16,1,318.8,0
R00015,2010,bahrain,46,Lando Norris,78.439,21.89,29.827,26.722,Hard,21,1,315.2,0
R00015,2010,bahrain,51,Lando Norris,76.058,21.348,28.855,25.855,Hard,1,1,338.3,0
R00015,2010,bahrain,56,Lando Norris,76.482,21.404,29.039,26.039,Hard,6,1,313.9,0
R00228,2021,qatar,1,Lewis Hamilton,81.817,22.902,31.078,27.837,Intermediate,1,0,331.3,0
R00228,2021,qatar,6,Lewis Hamilton,82.573,23.132,31.317,28.124,Intermediate,6,0,330.9,0
R00228,2021,qatar,11,Lewis Hamilton,82.857,23.17,31.474,28.213,Intermediate,11,0,337.2,0
R00228,2021,qatar,16,Lewis Hamilton,83.769,23.484,31.864,28.421,Intermediate,16,0,312.5,0
R00228,2021,qatar,21,Lewis Hamilton,84.12,23.563,31.99,28.567,Intermediate,21,0,350.2,0
R00228,2021,qatar,26,Lewis Hamilton,81.823,22.872,31.041,27.91,Hard,1,0,353.7,0
R00228,2021,qatar,31,Lewis Hamilton,82.472,23.134,31.367,27.971,Hard,6,0,341.5,0
R00228,2021,qatar,36,Lewis Hamilton,83.293,23.324,31.73,28.239,Hard,11,0,307.0,0
R00228,2021,qatar,41,Lewis Hamilton,83.961,23.524,31.906,28.531,Hard,16,0,323.5,0
R00228,2021,qatar,46,Lewis Hamilton,84.447,23.662,32.044,28.741,Hard,21,0,332.5,0
R00228,2021,qatar,51,Lewis Hamilton,81.518,22.823,30.958,27.737,Hard,1,0,303.6,0
R00228,2021,qatar,56,Lewis Hamilton,82.648,23.143,31.383,28.122,Hard,6,0,317.4,0
R00238,2022,canada,1,Max Verstappen,85.587,23.914,32.596,29.077,Hard,1,0,355.4,0
R00238,2022,canada,6,Max Verstappen,86.357,24.154,32.747,29.456,Hard,6,1,342.4,0
R00238,2022,canada,11,Max Verstappen,87.038,24.359,33.13,29.549,Hard,11,1,311.4,0
R00238,2022,canada,16,Max Verstappen,87.809,24.588,33.379,29.842,Hard,16,1,305.1,0
R00238,2022,canada,21,Max Verstappen,88.234,24.695,33.504,30.035,Hard,21,1,305.0,0
R00238,2022,canada,26,Max Verstappen,85.715,24.027,32.48,29.208,Hard,1,1,343.9,0
R00238,2022,canada,31,Max Verstappen,86.35,24.195,32.772,29.383,Soft,6,1,318.2,0
R00238,2022,canada,36,Max Verstappen,86.902,24.374,32.96,29.568,Soft,11,1,335.3,0
R00238,2022,canada,41,Max Verstappen,87.481,24.52,33.318,29.643,Soft,16,1,334.0,0
R00238,2022,canada,46,Max Verstappen,87.98,24.598,33.445,29.937,Soft,21,1,354.9,0
R00238,2022,canada,51,Max Verstappen,85.695,24.056,32.583,29.056,Soft,1,1,308.8,0
R00238,2022,canada,56,Max Verstappen,86.705,24.226,32.999,29.48,Soft,6,1,321.6,0
R00238,2022,canada,61,Max Verstappen,86.946,24.292,33.02,29.634,Soft,11,1,329.6,0
R00238,2022,canada,66,Max Verstappen,87.586,24.536,33.227,29.823,Soft,16,1,352.3,0
R00211,2021,imola,1,Charles Leclerc,74.511,20.824,28.288,25.399,Hard,1,0,338.4,0
R00211,2021,imola,6,Charles Leclerc,75.232,21.008,28.484,25.74,Hard,6,1,331.8,0
R00211,2021,imola,11,Charles Leclerc,76.039,21.304,28.901,25.834,Hard,11,1,304.6,0
R00211,2021,imola,16,Charles Leclerc,76.247,21.33,28.989,25.928,Hard,16,1,329.7,0
R00211,2021,imola,21,Charles Leclerc,76.967,21.587,29.236,26.144,Hard,21,1,342.4,0
R00211,2021,imola,26,Charles Leclerc,74.478,20.824,28.269,25.385,Soft,1,1,328.7,0
R00211,2021,imola,31,Charles Leclerc,75.022,20.956,28.582,25.484,Soft,6,1,321.0,0
R00211,2021,imola,36,Charles Leclerc,75.71,21.157,28.776,25.777,Soft,11,1,324.4,0
R00211,2021,imola,41,Charles Leclerc,76.61,21.447,29.178,25.985,Soft,16,1,340.2,0
R00211,2021,imola,46,Charles Leclerc,76.987,21.603,29.235,26.149,Soft,21,1,354.1,0
R00211,2021,imola,51,Charles Leclerc,74.775,20.939,28.431,25.405,Soft,1,1,326.6,0
R00211,2021,imola,56,Charles Leclerc,75.187,21.022,28.545,25.62,Soft,6,1,365.4,0
R00211,2021,imola,61,Charles Leclerc,75.912,21.311,28.874,25.727,Soft,11,1,323.2,0
R00301,2025,albert_park,1,Max Verstappen,81.342,22.711,30.899,27.732,Hard,1,0,325.7,0
R00301,2025,albert_park,6,Max Verstappen,82.06,23.02,31.293,27.747,Hard,6,1,334.2,0
R00301,2025,albert_park,11,Max Verstappen,82.281,22.96,31.217,28.104,Hard,11,1,336.9,0
R00301,2025,albert_park,16,Max Verstappen,82.971,23.37,31.563,28.038,Hard,16,1,309.4,0
R00301,2025,albert_park,21,Max Verstappen,83.802,23.475,31.79,28.537,Hard,21,1,344.4,0
R00301,2025,albert_park,26,Max Verstappen,80.913,22.688,30.66,27.565,Soft,1,1,333.8,0
R00301,2025,albert_park,31,Max Verstappen,81.824,22.985,31.08,27.759,Soft,6,1,341.1,0
R00301,2025,albert_park,36,Max Verstappen,82.647,23.094,31.415,28.138,Soft,11,1,319.7,0
R00301,2025,albert_park,41,Max Verstappen,83.121,23.204,31.619,28.298,Soft,16,1,336.5,0
R00301,2025,albert_park,46,Max Verstappen,83.714,23.492,31.792,28.43,Soft,21,1,332.9,0
R00301,2025,albert_park,51,Max Verstappen,81.333,22.809,30.971,27.553,Soft,1,1,333.5,0
R00301,2025,albert_park,56,Max Verstappen,82.135,22.998,31.283,27.854,Soft,6,1,318.8,0
R00095,2015,spain,1,Charles Leclerc,82.704,23.122,31.406,28.176,Soft,1,0,340.4,0
R00095,2015,spain,6,Charles Leclerc,83.482,23.456,31.736,28.29,Soft,6,1,334.0,0
R00095,2015,spain,11,Charles Leclerc,84.111,23.618,31.999,28.494,Soft,11,1,317.0,0
R00095,2015,spain,16,Charles Leclerc,84.711,23.745,32.153,28.813,Soft,16,1,330.9,0
R00095,2015,spain,21,Charles Leclerc,85.258,23.921,32.349,28.988,Soft,21,1,338.4,0
R00095,2015,spain,26,Charles Leclerc,82.616,23.087,31.359,28.17,Soft,1,1,304.0,0
R00095,2015,spain,31,Charles Leclerc,83.499,23.318,31.643,28.538,Soft,6,1,335.7,0
R00095,2015,spain,36,Charles Leclerc,84.116,23.467,31.965,28.684,Soft,11,1,317.3,0
R00095,2015,spain,41,Charles Leclerc,84.629,23.633,32.218,28.778,Soft,16,1,319.9,0
R00095,2015,spain,46,Charles Leclerc,85.53,23.995,32.51,29.025,Soft,21,1,329.0,0
R00095,2015,spain,51,Charles Leclerc,82.771,23.238,31.523,28.01,Soft,1,1,314.2,0
R00095,2015,spain,56,Charles Leclerc,83.373,23.332,31.65,28.391,Soft,6,1,353.9,0
R00095,2015,spain,61,Charles Leclerc,83.961,23.59,31.923,28.448,Soft,11,1,330.4,0
R00095,2015,spain,66,Charles Leclerc,84.831,23.722,32.253,28.856,Soft,16,1,323.1,0
R00309,2025,austria,1,Charles Leclerc,78.428,21.907,29.785,26.736,Soft,1,0,331.7,0
R00309,2025,austria,6,Charles Leclerc,79.477,22.228,30.241,27.008,Soft,6,1,334.9,0
R00309,2025,austria,11,Charles Leclerc,80.055,22.408,30.383,27.264,Soft,11,1,329.3,0
R00309,2025,austria,16,Charles Leclerc,80.221,22.402,30.5,27.319,Soft,16,1,331.2,0
R00309,2025,austria,21,Charles Leclerc,80.975,22.644,30.814,27.517,Soft,21,1,337.8,0
R00309,2025,austria,26,Charles Leclerc,78.904,22.106,29.991,26.807,Soft,1,1,325.8,0
R00309,2025,austria,31,Charles Leclerc,79.284,22.208,30.15,26.926,Soft,6,1,331.9,0
R00309,2025,austria,36,Charles Leclerc,79.911,22.349,30.425,27.137,Soft,11,1,305.6,0
R00309,2025,austria,41,Charles Leclerc,80.619,22.597,30.713,27.309,Soft,16,1,340.5,0
R00309,2025,austria,46,Charles Leclerc,81.26,22.713,30.804,27.743,Soft,21,1,339.8,1
R00309,2025,austria,51,Charles Leclerc,78.495,21.992,29.861,26.642,Soft,1,1,327.1,0
R00309,2025,austria,56,Charles Leclerc,79.359,22.296,30.094,26.969,Soft,6,1,334.2,0
R00309,2025,austria,61,Charles Leclerc,79.741,22.347,30.341,27.053,Soft,11,1,342.4,0
R00309,2025,austria,66,Charles Leclerc,80.463,22.551,30.614,27.298,Soft,16,1,342.0,0
R00309,2025,austria,71,Charles Leclerc,81.141,22.794,30.872,27.475,Soft,21,1,335.3,0
R00037,2012,bahrain,1,Lando Norris,77.88,21.818,29.566,26.496,Hard,1,0,340.9,0
R00037,2012,bahrain,6,Lando Norris,78.156,21.912,29.688,26.556,Hard,6,1,326.5,0
R00037,2012,bahrain,11,Lando Norris,78.941,22.044,30.044,26.853,Hard,11,1,344.1,0
R00037,2012,bahrain,16,Lando Norris,79.381,22.222,30.163,26.996,Hard,16,1,314.8,0
